Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
71.04.40009,Pulau Marampit,,"04°45'11.11"" U 127°07'43.38"" T",TBP (PPKT)
71.04.40010,Pulau Miangas,,"05°33'20.83"" U 126°35'06.82"" T",BP (PPKT)
71.04.40011,Pulau Napombarru,,"03°38'04.26"" U 126°51'38.43"" T",TBP
71.04.40012,Pulau Nusamararum,,"04°16'59.70"" U 126°41'59.32"" T",TBP
71.04.40013,Pulau Nusamawawo,,"04°16'05.17"" U 126°42'39.01"" T",TBP
71.04.40014,Pulau Salibabu,,"03°55'22.33"" U 126°41'12.98"" T",BP
71.04.40015,Pulau Sara Besar,,"03°56'36.26"" U 126°42'50.78"" T",TBP
71.04.40016,Pulau Sara Kecil,,"03°57'15.74"" U 126°42'38.86"" T",TBP
71.06,KAB. MINAHASA UTARA,57,,
71.06.40001,Pulau Arengkambing,,"01°46'07.32"" U 125°10'33.36"" T",TBP
71.06.40002,Pulau Bangka,,"01°47'34.68"" U 125°09'01.51"" T",BP
71.06.40003,Pulau Batubesar,,"01°48'17.59"" U 125°03'01.47"" T",TBP
71.06.40004,Pulau Batugosok,,"01°48'14.92"" U 125°10'50.17"" T",TBP
71.06.40005,Pulau Batugurinda,,"01°48'01.02"" U 125°11'19.15"" T",TBP
71.06.40006,Pulau Batugurita,,"01°53'09.16"" U 125°05'58.80"" T",TBP
71.06.40007,Pulau Batukamanga,,"01°47'59.44"" U 125°11'17.55"" T",TBP
71.06.40008,Pulau Batukapal,,"01°50'49.11"" U 125°07'55.93"" T",TBP
71.06.40009,Pulau Batukuhia,,"01°44'36.41"" U 125°09'39.39"" T",TBP
71.06.40010,Pulau Batulogas,,"01°20'37.00"" U 125°04'41.00"" T",TBP
71.06.40011,Pulau Batumeja,,"01°20'44.44"" U 125°04'38.51"" T",TBP
71.06.40012,Pulau Batunihaweng,,"01°47'16.04"" U 125°11'13.72"" T",TBP
71.06.40013,Pulau Batunona,,"01°21'17.29"" U 125°04'48.13"" T",TBP
71.06.40014,Pulau Batupandita,,"01°40'38.85"" U 125°10'46.54"" T",TBP
71.06.40015,Pulau Batutatelu Tiga,,"01°45'58.02"" U 125°10'20.44"" T",TBP
71.06.40016,Pulau Batutuang,,"01°40'38.41"" U 125°07'08.59"" T",TBP
71.06.40017,Pulau Besi,,"01°45'04.50"" U 124°44'56.91"" T",TBP
71.06.40018,Pulau Bongko,,"01°21'05.15"" U 125°04'40.64"" T",TBP
71.06.40019,Pulau Bulu,,"01°44'29.75"" U 124°45'53.02"" T",TBP
71.06.40020,Pulau Burung,,"01°21'14.07"" U 125°04'47.47"" T",TBP
71.06.40021,Pulau Burung 8,,"01°42'29.11"" U 124°57'34.39"" T",TBP
71.06.40022,Pulau Gangga,,"01°46'12.77"" U 125°03'18.32"" T",BP
71.06.40023,Pulau Kelapa Dua,,"01°41'50.39"" U 125°01'28.98"" T",TBP
71.06.40024,Pulau Kelapa Satu,,"01°21'20.81"" U 125°04'47.13"" T",TBP
71.06.40025,Pulau Kinabuhutan,,"01°50'10.40"" U 125°05'46.91"" T",BP
71.06.40026,Pulau Kinawuudan,,"01°18'40.00"" U 125°04'00.00"" T",TBP
71.06.40027,Pulau Kineongan,,"01°20'20.81"" U 125°04'34.08"" T",TBP
71.06.40028,Pulau Kolongan,,"01°19'56.92"" U 125°04'27.19"" T",TBP
71.06.40029,Pulau Komang,,"01°38'09.24"" U 125°09'27.40"" T",TBP
71.06.40030,Pulau Komang,,"01°49'49.96"" U 125°05'32.56"" T",TBP
71.06.40031,Pulau Lidah,,"01°43'20.29"" U 124°44'50.73"" T",TBP
