NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,36.04.06,2 Waringinkurung,,,,,,11,,,
,36.04.07,3 Bojonegara,,,,,,11,,,
,36.04.08,4 Pulo Ampel,,,,,,9,,,Perda No.10/2007
,36.04.09,5 Ciruas,,,,,,15,,,Perda No.10/2007
,36.04.11,6 Kragilan,,,,,,12,,,
,36.04.12,7 Pontang,,,,,,11,,,
,36.04.13,8 Tirtayasa,,,,,,14,,,
,36.04.14,9 Tanara,,,,,,9,,,
,36.04.15,10 Cikande,,,,,,13,,,
,36.04.16,11 Kibin,,,,,,9,,,
,36.04.17,12 Carenang,,,,,,8,,,
,36.04.18,13 Binuang,,,,,,7,,,
,36.04.19,14 Petir,,,,,,15,,,
,36.04.20,15 Tunjung Teja,,,,,,9,,,
,36.04.22,16 Baros,,,,,,14,,,
,36.04.23,17 Cikeusal,,,,,,17,,,
,36.04.24,18 Pamarayan,,,,,,10,,,
,36.04.25,19 Kopo,,,,,,10,,,
,36.04.26,20 Jawilan,,,,,,9,,,
,36.04.27,21 Ciomas,,,,,,11,,,
,36.04.28,22 Pabuaran,,,,,,8,,,
,36.04.29,23 Padarincang,,,,,,14,,,
,36.04.30,24 Anyar,,,,,,12,,,
,36.04.31,25 Cinangka,,,,,,14,,,
,36.04.32,26 Mancak,,,,,,14,,,
,36.04.33,27 Gunungsari,,,,,,7,,,"Perbaikan nama kecamatan semula Gunung Sari menjadi Gunungsari
sesuai Perda Kab. Serang No. 13/2009 tentang Nama-Nama Desa,
Penyebutan Desa, Kepala Desa Badan Permusyaratan Desa dan
Perangkat Desa."
,36.04.34,28 Bandung,,,,,,8,,,
,36.04.35,29 Lebak Wangi,,,,,,10,,,"Pemekaran sebagian wil Kec. Kragilan, Pontang, Cerenang, Ciruas
Perda No. 7/2012"
,36.71,5 KOTA TANGERANG,Tangerang,,,13,104,0,178,1.872.928,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,36.71.01,1 Tangerang,,,,,8,,,,
,36.71.02,2 Jatiuwung,,,,,6,,,,
