K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35.28.08.2010,,,,,,10 Montok,,
35.28.08.2011,,,,,,11 Taraban,,
35.28.08.2012,,,,,,12 Duko Timur,,
35.28.08.2013,,,,,,13 Lancar,,
35.28.08.2014,,,,,,14 Kaduara Barat,,
35.28.09,,,,9Pakong,-,12,,
35.28.09.2001,,,,,,1 Bicorong,,
35.28.09.2002,,,,,,2 Klompang Barat,,
35.28.09.2003,,,,,,3 Klompang Timur,,
35.28.09.2004,,,,,,4 Cenlecen,,"Koreksi nama srt Pemprov Jatim No 140/9013/011/2017 tgl 12 mei
2017 dan Srt Pemdes No 146/3672/BPD tgl 21 Juni 2017"
35.28.09.2005,,,,,,5 Bajang,,
35.28.09.2006,,,,,,6 Banban,,
35.28.09.2007,,,,,,7 Somalang,,
35.28.09.2008,,,,,,8 Palalang,,
35.28.09.2009,,,,,,9 Seddur,,
35.28.09.2010,,,,,,10 Pakong,,
35.28.09.2011,,,,,,11 Bandungan,,
35.28.09.2012,,,,,,12 Lebbek,,
35.28.10,,,,10Waru,-,12,,
35.28.10.2001,,,,,,1 Bajur,,
35.28.10.2002,,,,,,2 Sumber Waru,,
35.28.10.2003,,,,,,3 Tampojung Pregih,,
35.28.10.2004,,,,,,4 Tampojung Guwa,,
35.28.10.2005,,,,,,5 Tampojung Tengah,,
35.28.10.2006,,,,,,6 Tampojung Tenggina,,
35.28.10.2007,,,,,,7 Ragang,,
35.28.10.2008,,,,,,8 Sana Laok,,
35.28.10.2009,,,,,,9 Waru Timur,,
35.28.10.2010,,,,,,10 Waru Barat,,
35.28.10.2011,,,,,,11 Tlonto Ares,,
35.28.10.2012,,,,,,12 Tagangser Laok,,
35.28.11,,,,11Batumarmar,-,13,,
35.28.11.2001,,,,,,1 Bujur Barat,,
35.28.11.2002,,,,,,2 Pangereman,,
35.28.11.2003,,,,,,3 Bangserreh,,
35.28.11.2004,,,,,,4 Lesong Laok,,
35.28.11.2005,,,,,,5 Ponjanan Barat,,"Koreksi nama Perbub No. 2/2013. Koreksi nama srt Pemprov Jatim No
140/9013/011/2017 tgl 12 mei 2017 dan Srt Pemdes No 146/3672/BPD
tgl 21 Juni 2017"
,,,,,,,,
