NO,KODE,"N A M A
KABUPATEN / KOTA",J U M L A H,,,"LUAS
WILAYAH
(Km2)*","JUMLAH
PENDUDUK
(Jiwa)**",K E T E R A N G A N
,,,KEC,KEL,DESA,,,
"1
2
3
4
5
6
7","21.01
21.02
21.03
21.04
21.05
21.71
21.72","KAB. BINTAN
KAB. KARIMUN
KAB. NATUNA
KAB. LINGGA
KAB. KEPULAUAN ANAMBAS
KOTA BATAM
KOTA TANJUNG PINANG","10
14
17
13
10
12
4","15
29
7
9
2
64
18","36
42
70
75
52
0
0","1.317,149
930,453
1.999,155
2.210,819
627,027
1.034,732
150,373","169.447
262.075
82.824
102.150
48.084
1.207.082
229.553","Perubahan Nama Kab. Kepri, PP No. 5/2006.
Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022 (tidak
ada batas darat dengan kab/kota lainnya).
Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
(tidak ada batas darat dengan kab/kota lainnya).
Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
(tidak ada batas darat dengan kab/kota lainnya).
UU No. 33/2008.
Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
(tidak ada batas darat dengan kab/kota lainnya).
Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
(tidak ada batas darat dengan kab/kota lainnya).
Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022."
,,JUMLAH,80,144,275,"8.269,708",2.101.215,
