Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21.01.40062,Pulau Jelak,,"00°57'39.11"" U 107°29'24.84"" T",TBP
21.01.40063,Pulau Jengkulak,,"01°01'20.95"" U 107°30'51.03"" T",TBP
21.01.40064,Pulau Jengkulan,,"00°44'44.57"" U 107°19'24.84"" T",TBP
21.01.40065,Pulau Jitan,,"00°58'42.48"" U 104°51'21.10"" T",TBP
21.01.40066,Pulau Jonggol,,"01°09'10.00"" U 104°16'28.99"" T",
21.01.40067,Pulau Kambat,,"00°48'04.40"" U 104°40'19.14"" T",TBP
21.01.40068,Pulau Kapal,,"00°59'47.00"" U 104°25'49.00"" T",TBP
21.01.40069,Pulau Kapal,,"01°10'20.07"" U 104°35'01.91"" T",TBP
21.01.40070,Pulau Kekip,,"00°47'57.99"" U 104°33'33.00"" T",TBP
21.01.40071,Pulau Kelong,,"00°50'17.00"" U 104°38'52.00"" T",BP
21.01.40072,Pulau Kenaong,,"00°51'34.99"" U 104°38'11.00"" T",TBP
21.01.40073,Pulau Kepalatambelan,,"00°54'18.00"" U 107°28'08.00"" T",TBP
21.01.40074,Pulau Kepayang,,"00°38'07.00"" U 107°01'01.99"" T",TBP
21.01.40075,Pulau Kera,,"00°59'19.00"" U 107°31'57.00"" T",TBP
21.01.40076,Pulau Kerapu,,"01°06'14.98"" U 104°38'29.94"" T",TBP
21.01.40077,Pulau Kerengga,,"01°07'03.39"" U 104°38'21.84"" T",TBP
21.01.40078,Pulau Keter Laut,,"01°00'37.59"" U 104°26'46.22"" T",BP
21.01.40079,Pulau Keter Tengah,,"01°00'38.99"" U 104°26'22.99"" T",BP
21.01.40080,Pulau Koyang,,"00°49'28.99"" U 104°37'10.99"" T",TBP
21.01.40081,Pulau Kunyit,,"01°11'04.99"" U 104°19'59.99"" T",TBP
21.01.40082,Pulau Kunyit Besar,,"01°10'56.10"" U 104°21'43.49"" T",
21.01.40083,Pulau Lakis,,"00°48'25.99"" U 104°38'19.00"" T",TBP
21.01.40084,Pulau Lampu Hijau,,"00°59'08.59"" U 104°13'33.20"" T",
21.01.40085,Pulau Larang,,"01°01'04.00"" U 104°49'28.99"" T",TBP
21.01.40086,Pulau Ledang,,"01°01'41.00"" U 104°49'08.00"" T",TBP
21.01.40087,Pulau Lesuh,,"00°57'40.00"" U 107°25'01.99"" T",TBP
21.01.40088,Pulau Linar,,"00°47'55.00"" U 104°41'56.00"" T",TBP
21.01.40089,Pulau Lintang,,"01°00'29.99"" U 107°22'54.99"" T",TBP
21.01.40090,Pulau Lipih,,"00°55'34.00"" U 107°30'00.00"" T",TBP
21.01.40091,Pulau Lobam,,"00°59'10.00"" U 104°15'06.99"" T",BP
21.01.40092,Pulau Lobam Kecil,,"00°58'57.00"" U 104°13'36.99"" T",BP
21.01.40093,Pulau Lobam Laut,,"00°58'30.60"" U 104°15'15.19"" T",
21.01.40094,Pulau Malang Manjin,,"01°11'27.49"" U 104°21'13.39"" T",
21.01.40095,Pulau Malangbai,,"00°42'18.81"" U 104°45'07.11"" T",TBP
21.01.40096,Pulau Malangbelah,,"01°03'38.71"" U 104°42'14.72"" T",TBP
21.01.40097,Pulau Malangberdaun,,"01°14'18.69"" U 104°33'57.88"" T",TBP (PPKT)
21.01.40098,Pulau Malangburuk,,"01°03'11.45"" U 104°42'53.58"" T",TBP
21.01.40099,Pulau Malangcenggom,,"00°59'02.69"" U 104°40'10.52"" T",TBP
21.01.40100,Pulau Malangdaun,,"01°07'57.62"" U 104°16'48.55"" T",TBP
21.01.40101,Pulau Malanghantu,,"00°57'41.01"" U 104°51'07.98"" T",TBP
