K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
61.05.05.2017,,,,,,17 Sungai Areh,,Perda No. 16/2007
61.05.05.2018,,,,,,18 Mungguk Gelombang,,Perda No. 16/2007
61.05.05.2019,,,,,,19 Mungguk Lawang,,Perda No. 16/2007
61.05.05.2020,,,,,,20 Nanga Kelapan,,Perda No. 16/2007
61.05.05.2021,,,,,,21 Panggi Ruguk,,"Pemekaran sebagian wil Desa Panggi Agung, Perda No. 14/2011,
Surat Gub No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.05.2022,,,,,,22 Bakti Senabung,,"Pemekaran sebagian wil Desa Kerta Sari, Perda No. 14/2011, Surat
Gub No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.05.2023,,,,,,23 Engkitan,,"Pemekaran sebagian wil Desa Argo Mulyo, Perda No. 14/2011, Surat
Gub No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.05.2024,,,,,,24 Landau Temiang,,"Pemekaran sebagian wil Desa Panding Jaya, Perda No. 14/2011, Surat
Gub No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.05.2025,,,,,,25 Padung Kumang,,"Pemekaran sebagian wil Desa Panding Jaya, Perda No. 14/2011, Surat
Gub No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.05.2026,,,,,,26 Radin Jaya,,"Pemekaran sebagian wil Desa Tanjung Sari, Perda No. 14/2011, Surat
Gub No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.05.2027,,,,,,27 Senangan Jaya,,"Pemekaran sebagian wil Desa Tanjung Sari, Perda No. 14/2011, Surat
Gub No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.05.2028,,,,,,28 Kubu Berangan,,"Pemekaran sebagian wil Desa Gut Jaya Bhakti, Perda No. 14/2011,
Surat Gub No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.05.2029,,,,,,29 Semareh,,"Pemekaran sebagian wil Desa Nanga Kelapan, Perda No. 14/2011"
61.05.06,,,,6Ketungau Hulu,-,29,,
61.05.06.2001,,,,,,1 Senaning,,
61.05.06.2002,,,,,,2 Empura,,
61.05.06.2003,,,,,,3 Sebadak,,
61.05.06.2004,,,,,,4 Sepiluk,,
61.05.06.2005,,,,,,5 Sungai Seria,,
61.05.06.2006,,,,,,6 Suak Medang,,
61.05.06.2007,,,,,,7 Nanga Bayan,,
61.05.06.2008,,,,,,8 Rasau,,
61.05.06.2009,,,,,,9 Jasa,,
61.05.06.2010,,,,,,10 Sungai Bugau,,Perda No. 17/2007
61.05.06.2011,,,,,,11 Nanga Bugau,,Perda No. 17/2007
61.05.06.2012,,,,,,"12 Empunak Tapang
Keladan",,Perda No. 17/2007
61.05.06.2013,,,,,,13 Sebetung Paluk,,Perda No. 17/2007
61.05.06.2014,,,,,,14 Muakan Petinggi,,Perda No. 17/2007
61.05.06.2015,,,,,,15 Nanga Sebawang,,Perda No. 17/2007
61.05.06.2016,,,,,,16 Sekaih,,Perda No. 17/2007
61.05.06.2017,,,,,,17 Bekuan Luyang,,Perda No. 17/2007
61.05.06.2018,,,,,,18 Sungai Pisau,,Perda No. 17/2007
61.05.06.2019,,,,,,19 Mungguk Entawak,,"Pemekaran sebagian wil Desa Empura, Perda No. 15/2011, Surat Gub
No. 140/1673/Pem-B tgl 26 Mei 2015"
,,,,,,,,
