Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
19.02.40137,Pulau Rumput,,"03°13'41.67"" S 107°43'19.79"" T",
19.02.40138,Pulau Sebongkok,,"02°51'39.13"" S 107°29'39.00"" T",
19.02.40139,Pulau Sekutai,,"02°49'45.87"" S 107°29'08.00"" T",
19.02.40140,Pulau Selema,,"02°59'22.74"" S 107°06'28.18"" T",
19.02.40141,Pulau Seliuk,,"03°13'12.61"" S 107°31'46.99"" T",
19.02.40142,Pulau Semedang,,"03°19'04.89"" S 107°12'39.38"" T",
19.02.40143,Pulau Semedang Kecil,,"03°18'22.23"" S 107°13'10.69"" T",
19.02.40144,Pulau Senggugut,,"02°34'55.25"" S 107°38'27.07"" T",
19.02.40145,Pulau Sepindang,,"02°55'53.00"" S 107°29'03.00"" T",
19.02.40146,Pulau Seribu,,"03°14'31.95"" S 107°33'58.03"" T",
19.02.40147,Pulau Siantu,,"02°31'30.61"" S 107°48'38.00"" T",
19.02.40148,Pulau Sikantan,,"02°48'05.48"" S 107°39'18.29"" T",
19.02.40149,Pulau Sunuk,,"03°03'33.00"" S 107°25'08.00"" T",
19.02.40150,Pulau Tambor,,"02°50'00.85"" S 107°28'31.32"" T",
19.02.40151,Pulau Tebirak,,"02°32'28.09"" S 107°38'56.54"" T",
19.02.40152,Pulau Tebirak Kecik,,"02°32'24.55"" S 107°38'50.77"" T",
19.02.40153,Pulau Tukong Darat,,"02°32'19.58"" S 107°37'23.13"" T",
19.02.40154,Pulau Tukong Laut,,"02°32'03.59"" S 107°37'22.93"" T",
19.02.40155,Pulau Tukongaji,,"02°33'09.97"" S 107°38'56.00"" T",
19.02.40156,Pulau Tukongkelayang,,"02°33'01.06"" S 107°39'56.70"" T",
19.02.40157,Pulau Tukongkerak,,"02°35'15.36"" S 107°37'27.99"" T",
19.02.40158,Pulau Tukongkikmoi,,"02°32'50.25"" S 107°40'18.23"" T",
19.02.40159,Pulau Tupai,,"03°16'18.33"" S 107°43'54.99"" T",
19.02.40160,Pulau Ulatbulu,,"02°46'51.42"" S 107°33'57.99"" T",
19.02.40161,Pulau Umangkecil,,"02°33'38.99"" S 107°55'54.00"" T",
19.03,KAB. BANGKA SELATAN,61,,
19.03.40001,Pulau Anakaik,,"02°57'47.99"" S 106°40'21.00"" T",
19.03.40002,Pulau Baginda Selatan,,"03°07'24.10"" U 107°04'19.61"" T",
19.03.40003,Pulau Baginda Tengah,,"03°07'06.93"" S 107°04'39.08"" T",
19.03.40004,Pulau Baginda Timur,,"03°07'03.98"" S 107°05'08.20"" T",
19.03.40005,Pulau Baginda Utara,,"03°06'50.63"" S 107°04'55.76"" T",
19.03.40006,Pulau Batu Besar,,"03°05'47.26"" S 106°36'48.44"" T",
19.03.40007,Pulau Batu Rerek,,"03°05'16.69"" S 106°36'10.95"" T",
19.03.40008,Pulau Batubedaun,,"02°35'15.58"" S 105°53'25.10"" T",
19.03.40009,Pulau Batuberigak,,"02°54'01.21"" S 106°13'19.41"" T",
19.03.40010,Pulau Batugajah,,"03°00'26.63"" S 106°26'29.05"" T",
19.03.40011,Pulau Batukodok,,"03°00'38.86"" S 106°26'28.95"" T",
19.03.40012,Pulau Batuperahu,,"03°00'24.28"" S 106°26'29.40"" T",
19.03.40013,Pulau Batusairin,,"03°00'24.19"" S 106°26'30.15"" T",
19.03.40014,Pulau Batuspit,,"02°33'25.54"" S 105°54'48.56"" T",
