NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,53.08.03,3 Ende,,,,,,32,,,
,53.08.04,4 Ende Selatan,,,,,5,,,,
,53.08.05,5 Ndona,,,,,2,12,,,
,53.08.06,6 Detusoko,,,,,1,20,,,
,53.08.07,7 Wewaria,,,,,,22,,,
,53.08.08,8 Wolowaru,,,,,1,16,,,
,53.08.09,9 Wolojita,,,,,1,5,,,
,53.08.10,10 Maurole,,,,,,13,,,
,53.08.11,11 Maukaro,,,,,,11,,,
,53.08.12,12 Lio Timur,,,,,1,12,,,
,53.08.13,13 Kota Baru,,,,,,13,,,
,53.08.14,14 Kelimutu,,,,,,9,,,
,53.08.15,15 Detukeli,,,,,,13,,,
,53.08.16,16 Ndona Timur,,,,,,7,,,
,53.08.17,17 Ndori,,,,,,10,,,Perda No. 01/2006
,53.08.18,18 Ende Utara,,,,,4,6,,,Perda No. 12/2006
,53.08.19,19 Ende Tengah,,,,,4,,,,Perda No. 12/2006
,53.08.20,20 Ende Timur,,,,,3,3,,,Perda No. 12/2006
,53.08.21,21 Lepembusu Kelisoke,,,,,,14,,,Pemekaran Kec. Perda No. 5/2010
,53.09,9 KAB. NGADA,Bajawa,,,12,16,190,1.736,169.417,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,53.09.01,1 Aimere,,,,,2,9,,,
,53.09.02,2 Golewa,,,,,2,20,,,
,53.09.06,3 Bajawa,,,,,9,19,,,
,53.09.07,4 Soa,,,,,,16,,,
,,Ngada Bawa,,,,,,,,,"Menjadi wil. Kec. Bajawa, Perda No 2/2004"
,53.09.09,6 Riung,,,,,2,27,,,
,53.09.12,7 Jerebuu,,,,,,14,,,
,53.09.14,8 Riung Barat,,,,,,19,,,
,53.09.15,9 Bajawa Utara,,,,,,12,,,
,53.09.16,10 Wolomeze,,,,,,11,,,"Perda No. 5/2004, Perubahan nama Kec Riung Selatan Perda No
1/2007"
,53.09.18,11 Golewa Selatan,,,,,,18,,,Pemekaran Kec Golewa Perda 2/2012
,53.09.19,12 Golewa Barat,,,,,1,12,,,Pemekaran Kec Golewa Perda 2/2012
,53.09.20,13 Inerie,,,,,,13,,,Pemekaran Kec Amere Perda 2/2012
