Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21.71.40145,Pulau Kaloh,,"00°53'13.75"" U 104°02'13.86"" T",TBP
21.71.40146,Pulau Kalor,,"00°27'53.09"" U 104°18'00.37"" T",TBP
21.71.40147,Pulau Kalor Kecil,,"00°27'56.52"" U 104°18'19.51"" T",TBP
21.71.40148,Pulau Kalu Capeng,,"00°27'49.57"" U 104°18'07.62"" T",
21.71.40149,Pulau Kampung Pasir Putih,,"00°41'37.92"" U 104°15'30.76"" T",
21.71.40150,Pulau Kapal Besar,,"01°08'11.00"" U 103°50'19.00"" T",BP
21.71.40151,Pulau Kapal Kecil,,"01°08'22.99"" U 103°50'07.00"" T",TBP
21.71.40152,Pulau Kapur,,"01°06'00.00"" U 103°54'20.99"" T",TBP
21.71.40153,Pulau Karang Malangpucung,,"01°10'30.82"" U 103°53'13.87"" T",
21.71.40154,Pulau Karas Besar,,"00°45'20.00"" U 104°19'43.00"" T",BP
21.71.40155,Pulau Karas Kecil,,"00°44'19.02"" U 104°22'06.71"" T",TBP
21.71.40156,Pulau Kasem,,"01°01'45.00"" U 104°08'01.00"" T",BP
21.71.40157,Pulau Kasu,,"01°04'16.00"" U 103°49'25.00"" T",BP
21.71.40158,Pulau Kayu Arang,,"00°58'23.00"" U 104°05'16.00"" T",TBP
21.71.40159,Pulau Kelapa,,"01°02'20.41"" U 103°51'49.00"" T",
21.71.40160,Pulau Kelapa Darat,,"01°02'13.89"" U 103°50'05.79"" T",
21.71.40161,Pulau Kelapa Gading,,"00°57'56.99"" U 103°48'11.99"" T",TBP
21.71.40162,Pulau Kemudi,,"00°55'27.00"" U 103°57'10.00"" T",TBP
21.71.40163,Pulau Kemudi,,"00°54'28.97"" U 103°55'30.22"" T",
21.71.40164,Pulau Kepala Jeri,,"01°01'05.00"" U 103°46'39.00"" T",TBP
21.71.40165,Pulau Kera,,"01°03'41.00"" U 103°48'20.99"" T",TBP
21.71.40166,Pulau Kera,,"00°52'51.98"" U 104°11'02.79"" T",
21.71.40167,Pulau Ketapa,,"01°02'24.00"" U 103°49'21.00"" T",TBP
21.71.40168,Pulau Kinun,,"00°55'32.99"" U 104°10'28.99"" T",BP
21.71.40169,Pulau Kiping,,"01°06'09.81"" U 103°51'57.68"" T",
21.71.40170,Pulau Kojok,,"00°57'16.99"" U 103°58'43.00"" T",TBP
21.71.40171,Pulau Korekbusong,,"00°40'27.00"" U 104°20'12.00"" T",BP
21.71.40172,Pulau Korekrapat,,"00°40'39.00"" U 104°20'37.00"" T",TBP
21.71.40173,Pulau Kubang Besar,,"01°01'00.99"" U 104°08'29.00"" T",TBP
21.71.40174,Pulau Kubang Kecil,,"01°01'14.00"" U 104°08'35.99"" T",TBP
21.71.40175,Pulau Kucing,,"01°04'26.50"" U 103°52'21.40"" T",
21.71.40176,Pulau Kujam,,"01°06'33.61"" U 103°49'00.57"" T",TBP
21.71.40177,Pulau Kundur,,"01°00'08.89"" U 103°57'37.36"" T",
21.71.40178,Pulau Kura Besar,,"00°57'31.00"" U 103°59'42.00"" T",TBP
21.71.40179,Pulau Kura Kecil,,"00°57'16.99"" U 104°00'06.99"" T",TBP
21.71.40180,Pulau Kuyung,,"00°59'20.00"" U 103°58'44.00"" T",TBP
21.71.40181,Pulau Kuyung,,"00°58'28.30"" U 104°00'02.20"" T",
21.71.40182,Pulau Labon Besar,,"01°05'48.99"" U 103°46'46.99"" T",TBP
21.71.40183,Pulau Labon Kecil,,"01°05'26.00"" U 103°46'50.99"" T",TBP
21.71.40184,Pulau Labu,,"01°00'20.99"" U 103°58'14.99"" T",TBP
