Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
71.07.40027,Pulau Cepatu,,"01°18'51.66"""" U 124°30'45.28"""" T","TBP Perubahan nama pulau semula
Pulau Tikus menjadi Pulau Cepatu
berdasarkan Surat Gubernur
Sulawesi Utara No.
100/22.4057/Sekr, tanggal 17 Juni
2022 hal Pemberitahuan Data Pulau
Di Kabupaten Minahasa Selatan"
71.07.40028,Pulau Tulang,,"00°53'24.02"" U 124°46'55.51"" T",TBP
71.08,KAB. BOLAANG MONGONDOW UTARA,12,,
71.08.40001,Pulau Anuling,,"00°57'30.15"" U 123°11'06.40"" T",TBP
71.08.40002,Pulau Bongkil,,"01°02'39.00"" U 123°06'20.00"" T",TBP (PPKT)
71.08.40003,Pulau Damar,,"00°55'23.99"" U 123°15'38.99"" T",TBP
71.08.40004,Pulau Keramat,,"00°55'29.50"" U 123°08'33.16"" T",TBP
71.08.40005,Pulau Lolato Dokalo,,"00°55'22.60"" U 123°15'26.16"" T",TBP
71.08.40006,Pulau Lolato Yisiko,,"00°55'28.81"" U 123°15'22.95"" T",TBP
71.08.40007,Pulau Nipa,,"00°53'59.65"" U 123°35'00.89"" T",TBP
71.08.40008,Pulau Nipa Mointo'O,,"00°53'54.36"" U 123°35'08.78"" T",TBP
71.08.40009,Pulau Nunuka,,"00°54'54.41"" U 123°23'44.20"" T",TBP
71.08.40010,Pulau Posiposi,,"00°53'51.76"" U 123°34'56.88"" T",TBP
71.08.40011,Pulau Posiposi Mointo'O,,"00°53'52.60"" U 123°35'05.94"" T",TBP
71.08.40012,Pulau Tikus,,"00°55'18.00"" U 123°15'51.00"" T",TBP
71.09,KAB. KEP. SIAU TAGULANDANG BIARO,55,,
71.09.40001,Pulau Apeng Binuni,,"02°06'01.66"" U 125°20'34.32"" T",TBP
71.09.40002,Pulau Apeng Dalai,,"02°07'22.20"" U 125°22'21.48"" T",TBP
71.09.40003,Pulau Bahoa Kodio Darua,,"02°06'12.32"" U 125°24'31.50"" T",TBP
71.09.40004,Pulau Bahoa Kodio Simbau,,"02°06'11.98"" U 125°24'34.04"" T",TBP
71.09.40005,Pulau Bahoa Kodio Tatelu,,"02°06'12.10"" U 125°24'30.08"" T",TBP
71.09.40006,Pulau Batu Pulo,,"02°04'48.51"" U 125°21'52.57"" T",TBP
71.09.40007,Pulau Batubalawo,,"02°40'04.21"" U 125°25'18.07"" T",TBP
71.09.40008,Pulau Batubalontohe,,"02°41'36.51"" U 125°27'41.23"" T",TBP
71.09.40009,Pulau Batuguhita,,"02°38'46.85"" U 125°28'36.18"" T",TBP
71.09.40010,Pulau Batukasaho,,"02°41'19.93"" U 125°22'09.47"" T",TBP
71.09.40011,Pulau Batumapaha,,"02°39'31.47"" U 125°29'04.10"" T",TBP
71.09.40012,Pulau Batumeo,,"02°06'13.14"" U 125°24'32.04"" T",TBP
71.09.40013,Pulau Batunepo,,"02°39'19.48"" U 125°28'28.21"" T",TBP
71.09.40014,Pulau Batupaliaheng,,"02°39'38.61"" U 125°28'37.05"" T",TBP
71.09.40015,Pulau Batupuki Sawenahe,,"02°48'33.82"" U 125°23'30.59"" T",TBP
71.09.40016,Pulau Batupuki Timuhe,,"02°48'10.31"" U 125°22'49.62"" T",TBP
71.09.40017,Pulau Batusalana,,"02°07'09.07"" U 125°22'45.74"" T",TBP
71.09.40018,Pulau Batusenggelohe,,"02°39'46.95"" U 125°28'32.78"" T",TBP
