K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
81,MALUKU,,,,,,,
81.01,KAB. MALUKU TENGAH,,,18,6,186,"8.253,929","Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
81.01.01,,,,1Amahai,1,14,,
81.01.01.2001,,,,,,1 Tamilouw,,
81.01.01.2002,,,,,,2 Sepa,,
81.01.01.2003,,,,,,3 Rutah,,
81.01.01.2004,,,,,,4 Soahuku,,
81.01.01.2005,,,,,,5 Amahai,,
81.01.01.2006,,,,,,6 Haruru,,
81.01.01.2007,,,,,,7 Sehati,,
81.01.01.2008,,,,,,8 Makariki,,
81.01.01.1009,,,,,1Hollo,,,
81.01.01.2010,,,,,,9 Yafila,,
81.01.01.2011,,,,,,10 Banda Baru,,
,,,,,,Waraka,,"Menjadi wil. Kec. Teluk Elpaputih, Perda No. 26/2007"
,,,,,,Awaiya,,
,,,,,,Tananahu,,"Menjadi wil. Kec. Teluk Elpaputih, Perda No. 26/2007"
,,,,,,Liang,,"Menjadi wil. Kec. Teluk Elpaputih, Perda No. 26/2007"
,,,,,,Sahulauw,,"Menjadi wil. Kec. Teluk Elpaputih, Perda No. 26/2007"
,,,,,,Sapaloni,,Menjadi wil Kec. Teluk Elpaputih Perda No. 25/2007
,,,,,,Wasia,,Menjadi wil Kec. Teluk Elpaputih Perda No. 25/2007
,,,,,,Sanahu,,Menjadi wil Kec. Teluk Elpaputih Perda No. 25/2007
81.01.01.2020,,,,,,11 Yainuelo,,Pemekaran desa Sepa Perda No. 9/2012
81.01.01.2021,,,,,,12 Nua Nea,,Pemekaran wil Desa Sepa Perda No 1/2013
81.01.01.2022,,,,,,13 Hatuhenu,,Pemekaran wil Desa Sepa Perda No 2/2013
81.01.01.2023,,,,,,14 Nuweletetu,,Pemekaran wil Desa Sepa Perda No 3/2013
81.01.02,,,,2Teon Nila Serua,-,16,,
81.01.02.2001,,,,,,1 Usliapan,,
81.01.02.2002,,,,,,2 Kuralele,,
81.01.02.2003,,,,,,3 Kokroman,,
81.01.02.2004,,,,,,4 Messa,,
81.01.02.2005,,,,,,5 Ameth,,
81.01.02.2006,,,,,,6 Waru,,
81.01.02.2007,,,,,,7 Bumey,,
81.01.02.2008,,,,,,8 Sifluru,,
81.01.02.2009,,,,,,9 Layeni,,
81.01.02.2010,,,,,,10 Wotay,,
,,,,,,,,
