K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
34,DAERAH ISTIMEWA YOGYAKARTA,,,,,,,
34.03,KAB. GUNUNGKIDUL,,,18,0,144,"1.475,147","Luas Wilayah Definitif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
34.03.01,,,,1Wonosari,-,14,,
34.03.01.2001,,,,,,1 Wonosari,,
34.03.01.2002,,,,,,2 Kepek,,
34.03.01.2003,,,,,,3 Piyaman,,
34.03.01.2004,,,,,,4 Gari,,
34.03.01.2005,,,,,,5 Karangtengah,,
34.03.01.2006,,,,,,6 Selang,,
34.03.01.2007,,,,,,7 Baleharjo,,
34.03.01.2008,,,,,,8 Siraman,,
34.03.01.2009,,,,,,9 Pulutan,,
34.03.01.2010,,,,,,10 Wareng,,
34.03.01.2011,,,,,,11 Duwet,,
34.03.01.2012,,,,,,12 Mulo,,
34.03.01.2013,,,,,,13 Wunung,,
34.03.01.2014,,,,,,14 Karangrejek,,
34.03.02,,,,2Nglipar,-,7,,
34.03.02.2001,,,,,,1 Natah,,
34.03.02.2002,,,,,,2 Pilangrejo,,
34.03.02.2003,,,,,,3 Kedungpoh,,
34.03.02.2004,,,,,,4 Pengkol,,
34.03.02.2005,,,,,,5 Kedungkeris,,
34.03.02.2006,,,,,,6 Nglipar,,
34.03.02.2007,,,,,,7 Katongan,,
34.03.03,,,,3Playen,-,13,,
34.03.03.2001,,,,,,1 Banyusoco,,
34.03.03.2002,,,,,,2 Plembutan,,
34.03.03.2003,,,,,,3 Bleberan,,
34.03.03.2004,,,,,,4 Getas,,
34.03.03.2005,,,,,,5 Dengok,,
34.03.03.2006,,,,,,6 Ngunut,,
34.03.03.2007,,,,,,7 Playen,,
34.03.03.2008,,,,,,8 Ngawu,,
34.03.03.2009,,,,,,9 Bandung,,
34.03.03.2010,,,,,,10 Logandeng,,
34.03.03.2011,,,,,,11 Gading,,
,,,,,,,,
