NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,,Teluk Mengkudu,,,,,,,,,"Menjadi wil. Kab. Serdang Bedagai, UU No.36/2003"
,,Sei. Rampah,,,,,,,,,"Menjadi wil. Kab. Serdang Bedagai, UU No.36/2003"
,12.07.19,19 Galang,,,,,1,28,,,
,12.07.20,20 STM Hulu,,,,,,20,,,
,12.07.21,21 Patumbak,,,,,,8,,,
,12.07.22,22 Deli Tua,,,,,3,3,,,
,12.07.23,23 Sunggal,,,,,,17,,,
,12.07.24,24 Hamparan Perak,,,,,,20,,,
,12.07.25,25 Labuhan Deli,,,,,,5,,,
,12.07.26,26 Percut Sei Tuan,,,,,2,18,,,
,12.07.27,27 Batang Kuis,,,,,,11,,,
,12.07.28,28 Lubuk Pakam,,,,,7,6,,,
,,Perbaungan,,,,,,,,,"Menjadi wil. Kab. Serdang Bedagai, UU No.36/2003"
,,Pantai Cermin,,,,,,,,,"Menjadi wil. Kab. Serdang Bedagai, UU No.36/2003"
,12.07.31,31 Pagar Merbau,,,,,,16,,,
,12.07.32,32 Pantai Labu,,,,,,19,,,
,12.07.33,33 Beringin,,,,,,11,,,
,12.08,8 KAB. SIMALUNGUN,Pematang Siantar,,,32,27,386,4.601,1.039.056,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,12.08.01,1 Siantar,,,,,,17,,,
,12.08.02,2 Gunung Malela,,,,,,16,,,
,12.08.03,3 Gunung Maligas,,,,,,9,,,
,12.08.04,4 Panei,,,,,1,16,,,
,12.08.05,5 Panombeian Panei,,,,,,11,,,"Perbaikan nama kec. semula Panombeian Pane menjadi Panombeian
Panei, sesuai:
Perda No. 9 Tahun 2002; dan
Surat Bup. Simalungun No. 146/17509/1.1.1/2022 tgl 21 September
2022."
,12.08.06,6 Jorlang Hataran,,,,,1,12,,,
,12.08.07,7 Raya Kahean,,,,,1,13,,,
,12.08.08,8 Bosar Maligas,,,,,1,16,,,
,12.08.09,9 Sidamanik,,,,,1,14,,,
