K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
15,JAMBI,,,,,,,
15.07,KAB. TANJUNG JABUNG TIMUR,,,11,20,73,"4.546,621","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
15.07.01,,,,1Muara Sabak Timur,2,10,,"Perubahan nama Kec. Muara Sabak, Perda No.12/2004"
15.07.01.2001,,,,,,1 Alang-Alang,,
15.07.01.2002,,,,,,2 Lambur,,
,,,,,,Kampung Laut,,"Menjadi wil. Kec. Kuala Jambi, Perda No. 12/2004"
15.07.01.2004,,,,,,3 Simbur Naik,,
,,,,,,Teluk Majelis,,"Menjadi wil. Kec. Kuala Jambi, Perda No. 12/2004"
,,,,,,Kampung Singkep,,"Menjadi wil. Kec. Muara Sabak Barat, Perda No. 12/2004"
,,,,,,Nibung Putih,,"Menjadi wil. Kec. Muara Sabak Barat, Perda No. 12/2004"
,,,,,,Rano,,"Menjadi wil. Kec. Muara Sabak Barat, Perda No. 12/2004"
,,,,,,Talang Barat,,"Menjadi wil. Kec. Muara Sabak Barat, Perda No. 12/2004"
15.07.01.1010,,,,,1Muara Sabak Ilir,,,Perda No.12/2004
15.07.01.2011,,,,,,4 Lambur I,,Perda No.12/2004
15.07.01.2012,,,,,,5 Lambur II,,Perda No.12/2004
15.07.01.1013,,,,,2Muara Sabak Ulu,,,Perda No.12/2004
15.07.01.2014,,,,,,6 Kota Raja,,Perda No.12/2004
15.07.01.2015,,,,,,7 Siau Dalam,,Perda No.12/2004
15.07.01.2016,,,,,,8 Sungai Ular,,"Perda No.12/2004, Perbaikan nama sesuai Surat Pemkab No.
145/4.15/Pemdes/2017 tgl 12 Mei 2017 hal Revisi Nama Desa sesuai
Kepmendagri No.140-9756 Thn 2016 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
15.07.01.2017,,,,,,9 Kota Harapan,,Perda No.12/2004
15.07.01.2018,,,,,,10 Kuala Simbur,,Perda No.12/2004
15.07.02,,,,2Nipah Panjang,2,8,,
15.07.02.1001,,,,,1Nipah Panjang I,,,
15.07.02.1002,,,,,2Nipah Panjang II,,,
15.07.02.2003,,,,,,1 Simpang Jelita,,
15.07.02.2004,,,,,,2 Simpang Datuk,,
15.07.02.2005,,,,,,3 Teluk Kijing,,"Perbaikan nama sesuai Surat Pemkab No. 145/4.15/Pemdes/2017 tgl
12 Mei 2017 hal Revisi Nama Desa sesuai Kepmendagri No.140-9756
Thn 2016 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl
21 Juni 2017"
15.07.02.2006,,,,,,4 Sungai Raya,,"Perbaikan nama sesuai Surat Pemkab No. 145/4.15/Pemdes/2017 tgl
12 Mei 2017 hal Revisi Nama Desa sesuai Kepmendagri No.140-9756
Thn 2016 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl
21 Juni 2017"
15.07.02.2007,,,,,,5 Pemusiran,,
,,,,,,,,
