K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
92.02.03.2018,,,,,,18 Sraindabey,,Semula wil. Kec. Manokwari
92.02.03.2019,,,,,,19 Mokwam,,"UU. No. 24/2012 tidak mangokomodir 13 desa/kampung di Distrik
Minyambaouw di Kab. Peg. Arfak sehingga 13 desa/kampung tetap
berada dalam wil kab. Manokwari, sesuai surat Gub Papua Barat No.
138/2158/Setda-PB/2014 tgl. 4 Des'2014"
92.02.03.2020,,,,,,20 Amber,,"UU. No. 24/2012 tidak mangokomodir 13 desa/kampung di Distrik
Minyambaouw di Kab. Peg. Arfak sehingga 13 desa/kampung tetap
berada dalam wil kab. Manokwari, sesuai surat Gub Papua Barat No.
138/2158/Setda-PB/2014 tgl. 4 Des'2014"
92.02.03.2021,,,,,,21 Kwau,,"UU. No. 24/2012 tidak mangokomodir 13 desa/kampung di Distrik
Minyambaouw di Kab. Peg. Arfak sehingga 13 desa/kampung tetap
berada dalam wil kab. Manokwari, sesuai surat Gub Papua Barat No.
138/2158/Setda-PB/2014 tgl. 4 Des'2014"
92.02.03.2022,,,,,,22 Syou,,"Koreksi nama sesuai Hasil Validasi Data Nama dan Kodefikasi tgl 13
Juni 2016 di Ditjen Bina Pemdes"
92.02.03.2023,,,,,,23 Indonbey,,"Koreksi nama sesuai Hasil Validasi Data Nama dan Kodefikasi tgl 13
Juni 2016 di Ditjen Bina Pemdes"
92.02.03.2024,,,,,,24 Mingre,,"UU. No. 24/2012 tidak mangokomodir 13 desa/kampung di Distrik
Minyambaouw di Kab. Peg. Arfak sehingga 13 desa/kampung tetap
berada dalam wil kab. Manokwari, sesuai surat Gub Papua Barat No.
138/2158/Setda-PB/2014 tgl. 4 Des'2014"
92.02.03.2025,,,,,,25 Aiwow,,"Koreksi nama sesuai Hasil Validasi Data Nama dan Kodefikasi tgl 13
Juni 2016 di Ditjen Bina Pemdes"
92.02.03.2026,,,,,,26 Asarbey,,"Koreksi nama sesuai Hasil Validasi Data Nama dan Kodefikasi tgl 13
Juni 2016 di Ditjen Bina Pemdes"
92.02.03.2027,,,,,,27 Minoqbei,,"Koreksi nama sesuai Hasil Validasi Data Nama dan Kodefikasi tgl 13
Juni 2016 di Ditjen Bina Pemdes"
92.02.03.2028,,,,,,28 Bahamyenti,,"UU. No. 24/2012 tidak mangokomodir 13 desa/kampung di Distrik
Minyambaouw di Kab. Peg. Arfak sehingga 13 desa/kampung tetap
berada dalam wil kab. Manokwari, sesuai surat Gub Papua Barat No.
138/2158/Setda-PB/2014 tgl. 4 Des'2014"
92.02.03.2029,,,,,,29 Figoud,,"UU. No. 24/2012 tidak mangokomodir 13 desa/kampung di Distrik
Minyambaouw di Kab. Peg. Arfak sehingga 13 desa/kampung tetap
berada dalam wil kab. Manokwari, sesuai surat Gub Papua Barat No.
138/2158/Setda-PB/2014 tgl. 4 Des'2014"
92.02.03.2030,,,,,,30 Kipuwau,,"Koreksi nama sesuai Hasil Validasi Data Nama dan Kodefikasi tgl 13
Juni 2016 di Ditjen Bina Pemdes"
92.02.03.2031,,,,,,31 Duweibey,,"Koreksi nama sesuai Hasil Validasi Data Nama dan Kodefikasi tgl 13
Juni 2016 di Ditjen Bina Pemdes"
92.02.04,,,,2Prafi,-,16,,
92.02.04.2001,,,,,,1 Prafi Mulya,,
92.02.04.2002,,,,,,2 Umbuy,,
92.02.04.2003,,,,,,3 Desay,,
92.02.04.2004,,,,,,4 Aimasi,,
92.02.04.2005,,,,,,5 Udapi Hilir,,"Koreksi nama sesuai Hasil Validasi Data Nama dan Kodefikasi tgl 13
Juni 2016 di Ditjen Bina Pemdes"
92.02.04.2006,,,,,,6 Waseki Pop,,"Koreksi nama sesuai Hasil Validasi Data Nama dan Kodefikasi tgl 13
Juni 2016 di Ditjen Bina Pemdes"
