K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
13,SUMATERA BARAT,,,,,,,
13.76,KOTA PAYAKUMBUH,,,5,47,0,"74,552","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
13.76.01,,,,1Payakumbuh Barat,17,-,,
,,,,,Balai Nan Duo,,,"Penggabungan Kel. Padang Tangah dan Kel. Balai Nan Duo, Perda No.
5/2016"
13.76.01.1002,,,,,1Pakan Sinayan,,,Nagari Koto Nan IV
13.76.01.1003,,,,,2Kubu Gadang,,,Nagari Koto Nan IV
13.76.01.1004,,,,,3Bulakan Balai Kandi,,,Nagari Koto Nan IV
13.76.01.1005,,,,,4Payolansek,,,Nagari Koto Nan IV
,,,,,Tanjuang Gadang,,,"Penggabungan Kel. Tanjuang Gadang dan Kel. Sungai Pinago, Perda
No. 4/2016"
13.76.01.1007,,,,,5Talang,,,Nagari Koto Nan IV
,,,,,Sungai Pinago,,,"Penggabungan Kel. Tanjuang Gadang dan Kel. Sungai Pinago, Perda
No. 4/2016"
13.76.01.1009,,,,,6Padang Tinggi Piliang,,,"Nagari Koto Nan IV, Penggabungan Kel. Padang Tinggi dan Kel. Piliang,
Perda No. 9/2014"
,,,,,Padang Tangah,,,"Penggabungan Kel. Padang Tangah dan Kel. Balai Nan Duo, Perda No.
5/2016"
13.76.01.1011,,,,,7Koto Tangah,,,Nagari Koto Nan IV
,,,,,Padang Datar,,,"Penggabungan Kel. Padang Datar dan Kel. Tanah Mati, Perda No.
21/2016"
13.76.01.1013,,,,,8Subarang Batuang,,,Nagari Koto Nan IV
,,,,,Tanah Mati,,,"Penggabungan Kel. Padang Datar dan Kel. Tanah Mati, Perda No.
21/2016"
,,,,,Piliang,,,"Penggabungan Kel. Padang Tinggi dan Kel. Piliang, Perda No. 9/2014"
13.76.01.1016,,,,,9Parik Rantang,,,Nagari Koto Nan IV
13.76.01.1017,,,,,10Parak Batuang,,,Nagari Koto Nan IV
13.76.01.1018,,,,,11Nunang Daya Bangun,,,"Nagari Koto Nan IV, Penggabungan Kel. Nunang dan Kel. Daya
Bangun, Perda No. 8/2014"
,,,,,Nunang,,,"Penggabungan Kel. Nunang dan Kel. Daya Bangun, Perda No. 8/2014"
13.76.01.1020,,,,,12Labuah Basilang,,,Nagari Koto Nan IV
13.76.01.1021,,,,,13Ibuah,,,Nagari Koto Nan IV
13.76.01.1022,,,,,14Tanjuang Pauh,,,"Perubahan nama Kel, sesuai Perda No. 13/2008, Srt Gub No.
120/239/Pem-2020 tgl 17 Juni 2020 dan Rekom Dekon No.
505/TUDK/2020 tgl 10 Juli 2020"
,,,,,Balai Panjang,,,"Menjadi wil Kec. Payakumbuh Selatan, Perda No. 13/2008"
,,,,,Limbukan,,,"Menjadi wil Kec. Payakumbuh Selatan, Perda No. 13/2008"
,,,,,Koto Tuo,,,"Menjadi wil Kec. Payakumbuh Selatan, Perda No. 13/2008"
,,,,,Limo Kampuang,,,"Menjadi wil Kec. Payakumbuh Selatan, Perda No. 13/2008"
,,,,,Padang Karambia,,,"Menjadi wil Kec. Payakumbuh Selatan, Perda No. 13/2008"
,,,,,Sawah Padang,,,"Menjadi wil Kec. Payakumbuh Selatan, Perda No. 13/2008"
