Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
72.07.40329,Pulau Tambelan,,"01°19'41.99"" S 123°12'58.00"" T",TBP
72.07.40330,Pulau Tambun Barat,,"01°13'13.27"" S 123°24'32.75"" T",TBP
72.07.40331,Pulau Tambun Barat Daya,,"01°13'08.66"" S 123°24'29.30"" T",TBP
72.07.40332,Pulau Tambun Besar,,"01°12'57.84"" S 123°24'39.96"" T",TBP
72.07.40333,Pulau Tambun Darat,,"01°13'28.47"" S 123°24'46.90"" T",
72.07.40334,Pulau Tambun Popitu,,"01°13'52.14"" S 123°24'44.53"" T",
72.07.40335,Pulau Tambun Selatan,,"01°13'18.58"" S 123°24'37.23"" T",
72.07.40336,Pulau Tambun Tanga,,"01°13'16.45"" S 123°24'46.92"" T",
72.07.40337,Pulau Tambun Tenggara,,"01°13'32.72"" S 123°24'59.12"" T",TBP
72.07.40338,Pulau Tambun Timur,,"01°13'09.52"" S 123°24'33.81"" T",
72.07.40342,Pulau Tembelak,,"01°20'12.99"" S 123°12'29.00"" T",TBP
72.07.40344,Pulau Tetapen,,"01°19'41.99"" S 123°07'05.00"" T",TBP
72.07.40348,Pulau Tikus,,"01°20'06.00"" S 122°45'01.00"" T",TBP
72.07.40354,Pulau Tinape,,"01°18'57.34"" S 123°06'38.43"" T",
72.07.40355,Pulau Tiu Bolindang,,"01°31'24.20"" S 122°47'09.45"" T",TBP
72.07.40356,Pulau Toada Kondong,,"01°28'36.93"" S 123°15'21.40"" T",TBP
72.07.40360,Pulau Tokong Babasal,,"01°31'46.90"" S 122°47'28.45"" T",
72.07.40364,Pulau Tolobundu,,"01°37'35.00"" S 123°12'37.00"" T",TBP
72.07.40365,Pulau Tomboti,,"01°37'01.71"" S 123°12'20.30"" T",TBP
72.07.40368,Pulau Tongaan,,"01°28'57.41"" S 122°46'55.64"" T",TBP
72.07.40369,Pulau Tongan,,"01°29'42.18"" S 122°46'39.76"" T",
72.07.40370,Pulau Tonggobubuk,,"01°39'04.64"" S 123°09'29.41"" T",
72.07.40371,Pulau Tonggobuk,,"01°33'19.00"" S 123°07'54.99"" T",TBP
72.07.40372,Pulau Tonggobuk,,"01°43'59.00"" S 123°07'21.00"" T",TBP
72.07.40373,Pulau Tongke,,"01°25'45.00"" S 123°17'19.00"" T",TBP
72.07.40374,Pulau Tongke Darat,,"01°25'03.41"" S 123°18'02.11"" T",
72.07.40375,Pulau Tongkubu,,"01°33'27.27"" S 123°07'49.95"" T",TBP
72.07.40377,Pulau Tonngobuk Bulit,,"01°33'47.10"" S 123°07'14.92"" T",
72.07.40382,Pulau Totolu,,"01°18'59.75"" S 123°06'40.51"" T",
72.07.40387,Pulau Tudak,,"01°38'05.30"" S 123°10'02.20"" T",TBP
72.07.40388,Pulau Tudak Bulusan,,"01°38'16.96"" S 123°09'56.77"" T",TBP
72.07.40389,Pulau Tudak Bulusan,,"01°33'21.16"" S 123°14'36.43"" T",
72.07.40390,Pulau Tudak Matimbukuk,,"01°33'19.83"" S 123°14'24.77"" T",
72.07.40391,Pulau Tudak Matimbulan,,"01°38'26.99"" S 123°09'34.99"" T",TBP
72.07.40394,Pulau Tuula,,"01°31'35.00"" S 122°47'02.59"" T",TBP
72.07.40395,Togong Alifu,,"01°36'41.71"" S 123°15'31.92"" T",
72.07.40397,Togong Babasal,,"01°35'55.92"" S 123°13'42.94"" T",
72.07.40398,Togong Bantut,,"01°35'57.73"" S 123°13'44.81"" T",
72.07.40401,Togong Batuputih,,"01°30'35.05"" S 123°14'58.80"" T",
72.07.40402,Togong Bingkatan,,"01°36'57.85"" S 123°11'23.57"" T",
