K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
63,KALIMANTAN SELATAN,,,,,,,
63.07,KAB. HULU SUNGAI TENGAH,,,11,8,161,"1.573,538","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
63.07.01,,,,1Haruyan,-,17,,
63.07.01.2001,,,,,,1 Pengambau Hilir Luar,,
63.07.01.2002,,,,,,2 Panggung,,
63.07.01.2003,,,,,,3 Barikin,,
63.07.01.2004,,,,,,4 Andang,,
63.07.01.2005,,,,,,"5 Pengambau Hilir
Dalam",,
63.07.01.2006,,,,,,6 Haruyan,,
63.07.01.2007,,,,,,7 Haruyan Seberang,,
63.07.01.2008,,,,,,8 Pengambau Hulu,,
63.07.01.2009,,,,,,9 Sungai Harang,,
63.07.01.2010,,,,,,10 Batu Panggung,,
63.07.01.2011,,,,,,11 Mangunang,,
63.07.01.2012,,,,,,12 Hapulang,,
63.07.01.2013,,,,,,13 Lok Buntar,,
63.07.01.2014,,,,,,14 Tabat Padang,,
63.07.01.2015,,,,,,"15 Mangunang
Seberang",,
63.07.01.2016,,,,,,16 Pandanu,,
63.07.01.2017,,,,,,17 Teluk Mesjid,,
63.07.02,,,,2Batu Benawa,-,14,,
63.07.02.2001,,,,,,1 Murung A.,,
63.07.02.2002,,,,,,2 Pagat,,
63.07.02.2003,,,,,,3 Kalibaru,,
63.07.02.2004,,,,,,4 Kahakan,,
63.07.02.2005,,,,,,5 Aluan Sumur,,
63.07.02.2006,,,,,,6 Aluan Besar,,
63.07.02.2007,,,,,,7 Paya Besar,,
63.07.02.2008,,,,,,8 Bakti,,
63.07.02.2009,,,,,,9 Aluan,,
63.07.02.2010,,,,,,10 Aluan Mati,,
63.07.02.2011,,,,,,11 Baru,,
,,,,,,Waki,,
63.07.02.2013,,,,,,12 Pantai Batung,,
63.07.02.2014,,,,,,13 Layuh,,
63.07.02.2015,,,,,,14 Haliau,,
