NO,KODE,"N A M A
KABUPATEN / KOTA",J U M L A H,,,"LUAS
WILAYAH
(Km2)*","JUMLAH
PENDUDUK
(Jiwa)**",K E T E R A N G A N
,,,KEC,KEL,DESA,,,
"1
2
3
4","93.01
93.02
93.03
93.04","KAB. MERAUKE
KAB. BOVEN DIGOEL
KAB. MAPPI
KAB. ASMAT","22
20
15
25","11
0
2
0","179
112
162
224","45.013,354
23.558,272
24.262,227
25.015,306","233.621
65.310
108.232
108.912","Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022"
,,JUMLAH,82,13,677,"117.849,159",516.075,
