K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33,JAWA TENGAH,,,,,,,
33.08,KAB. MAGELANG,,,21,5,367,"1.129,983","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
33.08.01,,,,1Salaman,-,20,,
33.08.01.2001,,,,,,1 Ngargoretno,,
33.08.01.2002,,,,,,2 Paripurno,,
33.08.01.2003,,,,,,3 Kalirejo,,
33.08.01.2004,,,,,,4 Menoreh,,
33.08.01.2005,,,,,,5 Ngadirejo,,
33.08.01.2006,,,,,,6 Sidomulyo,,
33.08.01.2007,,,,,,7 Kebonrejo,,
33.08.01.2008,,,,,,8 Salaman,,
33.08.01.2009,,,,,,9 Kalisalak,,
33.08.01.2010,,,,,,10 Sriwedari,,
33.08.01.2011,,,,,,11 Jebengsari,,
33.08.01.2012,,,,,,12 Tanjunganom,,
33.08.01.2013,,,,,,13 Banjarharjo,,
33.08.01.2014,,,,,,14 Purwosari,,
33.08.01.2015,,,,,,15 Ngampeldento,,
33.08.01.2016,,,,,,16 Sidosari,,
33.08.01.2017,,,,,,17 Sawangargo,,
33.08.01.2018,,,,,,18 Krasak,,
33.08.01.2019,,,,,,19 Margoyoso,,
33.08.01.2020,,,,,,20 Kaliabu,,
33.08.02,,,,2Borobudur,-,20,,
33.08.02.2001,,,,,,1 Giripurno,,
33.08.02.2002,,,,,,2 Giritengah,,
33.08.02.2003,,,,,,3 Tuksongo,,
33.08.02.2004,,,,,,4 Majaksingi,,
33.08.02.2005,,,,,,5 Kenalan,,
33.08.02.2006,,,,,,6 Bigaran,,
33.08.02.2007,,,,,,7 Sambeng,,
33.08.02.2008,,,,,,8 Candirejo,,
33.08.02.2009,,,,,,9 Ngargogondo,,
33.08.02.2010,,,,,,10 Wanurejo,,
33.08.02.2011,,,,,,11 Borobudur,,
33.08.02.2012,,,,,,12 Tanjungsari,,
33.08.02.2013,,,,,,13 Karanganyar,,
,,,,,,,,
