K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.08.06.2015,,,,,,15 Tanoh Anoe,,
11.08.06.2016,,,,,,16 Pante Gurah,,
11.08.06.2017,,,,,,17 Teupin Banja,,
11.08.06.2018,,,,,,"18 Teumpok
Beurandang",,
11.08.06.2019,,,,,,19 Paloh Raya,,
11.08.06.2020,,,,,,20 Panigah,,
11.08.06.2021,,,,,,21 Ulee Madon,,
11.08.06.2022,,,,,,22 Reuleut Timu,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.06.2023,,,,,,23 Reuleut Barat,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.06.2024,,,,,,24 Pinto Makmur,,
11.08.07,,,,7Meurah Mulia,-,50,,
11.08.07.2001,,,,,,1 Dayah Bluek,,
11.08.07.2002,,,,,,2 Mesjid Bluek,,
11.08.07.2003,,,,,,3 Meuria Bluek,,
11.08.07.2004,,,,,,4 Rheng Bluek,,
11.08.07.2005,,,,,,5 Pulo Bluek,,
11.08.07.2006,,,,,,6 Rangkileh,,
11.08.07.2007,,,,,,7 Rayeuk Matang,,
11.08.07.2008,,,,,,8 Ulee Meuria,,
11.08.07.2009,,,,,,9 Tanjong,,
11.08.07.2010,,,,,,10 Keude Karieng,,
11.08.07.2011,,,,,,11 Manyang,,
11.08.07.2012,,,,,,12 Ulee Ceubrek,,
11.08.07.2013,,,,,,13 Teumpok Teungku,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.07.2014,,,,,,14 Geulumpang,,
11.08.07.2015,,,,,,15 Reudeup,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.08.07.2016,,,,,,16 Barat Paya Itek,,
11.08.07.2017,,,,,,17 Paya Kambuk,,
11.08.07.2018,,,,,,18 Paya Bili,,
11.08.07.2019,,,,,,19 Meunasah Mee,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
,,,,,,,,
