Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
73.24.40001,Pulau Balantang,,"02°41'34.00"" S 121°02'31.99"" T",TBP
73.24.40002,Pulau Bete,,"02°38'34.64"" S 121°03'22.52"" T",TBP
73.24.40003,Pulau Bulupoloe,,"02°48'47.00"" S 120°57'38.99"" T",TBP
73.24.40004,Pulau Caria,,"02°40'43.51"" S 121°03'06.73"" T",TBP
73.24.40005,Pulau Caria Lampe,,"02°40'34.00"" S 121°03'20.99"" T",TBP
73.24.40006,Pulau Kalasipo,,"02°42'00.89"" S 121°02'55.46"" T",TBP
73.24.40007,Pulau Langkara,,"02°40'08.01"" S 120°58'37.97"" T",TBP
73.24.40008,Pulau Lanipanipa,,"02°40'07.00"" S 121°02'39.00"" T",TBP
73.24.40009,Pulau Loeha,,"02°46'26.00"" S 121°33'07.99"" T",TBP
73.24.40010,Pulau Mori,,"02°39'45.29"" S 121°01'36.09"" T",TBP
73.24.40011,Pulau Onrongalang,,"02°38'19.00"" S 121°00'58.86"" T",TBP
73.71,KOTA MAKASSAR,13,,
73.71.40001,Pulau Barrang Caddi,,"05°04'52.27"" S 119°19'14.37"" T",BP
73.71.40002,Pulau Barrang Lompo,,"05°02'54.64"" S 119°19'45.01"" T",BP
73.71.40003,Pulau Bonetambung,,"05°02'11.80"" S 119°16'38.90"" T",BP
73.71.40004,Pulau Kayangan,,"05°06'50.59"" S 119°24'02.41"" T",TBP
73.71.40005,Pulau Kodingareng,,"05°08'53.99"" S 119°15'52.99"" T",BP
73.71.40006,Pulau Kodingarengkeke,,"05°06'19.85"" S 119°17'19.16"" T",BP
73.71.40007,Pulau Kolokoloang,,"05°03'35.66"" S 119°27'57.58"" T",TBP
73.71.40008,Pulau Laelae,,"05°08'12.37"" S 119°23'28.50"" T",BP
73.71.40009,Pulau Langkai,,"05°01'54.99"" S 119°05'42.00"" T",BP
73.71.40010,Pulau Lanjukang,,"04°58'46.99"" S 119°04'37.99"" T",BP
73.71.40011,Pulau Lumulumu,,"04°58'32.99"" S 119°12'52.99"" T",BP
73.71.40012,Pulau Samalona,,"05°07'30.76"" S 119°20'36.31"" T",BP
73.71.40013,Pulau Ulau Gusung,,"05°07'22.87"" S 119°23'42.87"" T",
73.73,KOTA PALOPO,3,,
73.73.40001,Pulau Baruka,,"02°56'28.72"" S 120°12'13.96"" T",
73.73.40002,Pulau Libukang,,"02°57'54.43"" S 120°12'04.43"" T",BP
73.73.40003,Pulau Ulau Kucing,,"02°56'44.20"" S 120°11'35.93"" T",
Jumlah Pulau Provinsi SULAWESI SELATAN,,370,,
