K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
74,SULAWESI TENGGARA,,,,,,,
74.14,KAB. BUTON TENGAH,,,7,10,67,"836,956","Luas wilayah berdasarkan UU No. 15 Tahun 2014.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
74.14.01,,,,1Lakudo,3,12,,"Semula wil Kab. Buton, Sesuai UU No. 15 Tahun 2014"
74.14.01.2001,,,,,,1 Metere,,
74.14.01.2002,,,,,,2 Lolibu,,
74.14.01.2003,,,,,,3 Wajogu,,
74.14.01.2004,,,,,,4 Moko,,
74.14.01.2005,,,,,,5 Mone,,
74.14.01.2006,,,,,,6 Matawine,,
74.14.01.1007,,,,,1Lakudo,,,
74.14.01.1008,,,,,2Gu Timur,,,"Perubahan Nama Kel. Wanepa-nepa menjadi Kel. Gu Timur, Perda Kab.
Buton No. 6/2014 dan Surat Gub. No. 125.1/2559 tgl 4 Juni 2015"
74.14.01.2009,,,,,,7 Nepa Mekar,,
74.14.01.1010,,,,,3Boneoge,,,
74.14.01.2011,,,,,,8 Madongka,,
74.14.01.2012,,,,,,9 Waraa,,"Perbaikan nama sesuai hasil Validasi Data Nama dan Kode Desa Ditjen
Bina Pemdes tgl 13 Juni 2016"
74.14.01.2013,,,,,,10 Wongko Lakudo,,Perda No. 8/2006
74.14.01.2014,,,,,,11 One Waara,,Perda No. 9/2006
74.14.01.2015,,,,,,12 Teluk Lasongko,,"Pemekaran sebagian Desa Mone, Perda No. 36/2011"
74.14.02,,,,2Mawasangka Timur,-,8,,"Semula wil Kab. Buton, Sesuai UU No. 15 Tahun 2014"
74.14.02.2001,,,,,,1 Bonemarambe,,
74.14.02.2002,,,,,,2 Wambuloli,,
74.14.02.2003,,,,,,3 Lagili,,
74.14.02.2004,,,,,,4 Bungi,,
74.14.02.2005,,,,,,5 Wantopi,,
74.14.02.2006,,,,,,6 Inulu,,
74.14.02.2007,,,,,,7 Lasori,,
74.14.02.2008,,,,,,8 Batubanawa,,Perda no. 20/2005
74.14.03,,,,3Mawasangka Tengah,1,9,,"Semula wil Kab. Buton, Sesuai UU No. 15 Tahun 2014"
74.14.03.2001,,,,,,1 Morikana,,Semula wil. Kec. Mawasangka
74.14.03.2002,,,,,,2 Lantongau,,Semula wil. Kec. Mawasangka
74.14.03.1003,,,,,1Lakorua,,,"Semula wil. Kec. Mawasangka, Perubahan status menjadi Kel, Perda
No. 42/2011"
74.14.03.2004,,,,,,3 Lanto,,Semula wil. Kec. Mawasangka
74.14.03.2005,,,,,,4 Lalibo,,Semula wil. Kec. Mawasangka
74.14.03.2006,,,,,,5 Langkomu,,Semula wil. Kec. Mawasangka
,,,,,,,,
