K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.05.02.2001,,,,,,1 Mekar Jaya,,"Perubahan nama Desa Bukit Agung Perda No.12/2007, Perbaikan
nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.05.02.2002,,,,,,2 Kuala Terusan,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.05.02.2003,,,,,,3 Makmur,,
,,,,,,Pangkalan Kerinci,,"Dimekarkan menjadi 3 Kel., Perda No. 8/2004"
14.05.02.2005,,,,,,4 Rantau Baru,,"Perda No. 2/2005, Perbaikan nama sesuai Validasi Ditjen BPD tgl 23
Juni 2016, Perbaikan nama hasil validasi data nama desa tgl 28 April
2017 dan rekomendasi Ditjen Bina Pemdes No.146/3672/BPD tgl 21
Juni 2017"
,,,,,,Sei kijang,,"Menjadi wil. Kec. Bandar Sei Kijang, Perda 2/2005"
14.05.02.1007,,,,,"1Pangkalan Kerinci
Barat",,,"Menjadi Kel.,Perda No. 8/2004"
14.05.02.1008,,,,,"2Pangkalan Kerinci
Kota",,,"Menjadi Kel.,Perda No. 8/2004"
14.05.02.1009,,,,,"3Pangkalan Kerinci
Timur",,,"Menjadi Kel.,Perda No. 8/2004"
,,,,,,Lubuk Agung,,"Perda No. 2/2005, Menjadi wil. Kec. Bandar Seikijang Perda No. 6/2005"
,,,,,,Muda Setia,,"Perda No. 2/2005, Menjadi wil. Kec. Bandar Seikijang Perda No. 6/2005"
,,,,,,Simpang Beringin,,"Perda No. 2/2005, Menjadi wil. Kec. Bandar Seikijang Perda No. 6/2005"
,,,,,,Kiab Jaya,,"Perda No. 2/2005, Menjadi wil. Kec. Bandar Seikijang Perda No. 6/2005"
14.05.03,,,,3Pangkalan Kuras,1,16,,
14.05.03.1001,,,,,1Sorek I,,,
14.05.03.2002,,,,,,1 Sorek II,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.05.03.2003,,,,,,2 Dundangan,,
14.05.03.2004,,,,,,3 Palas,,
14.05.03.2005,,,,,,4 Terantang Manuk,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.05.03.2006,,,,,,5 Kemang,,
14.05.03.2007,,,,,,6 Talau,,
14.05.03.2008,,,,,,7 Tanjung Beringin,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.05.03.2009,,,,,,8 Betung,,
14.05.03.2010,,,,,,9 Kesuma,,
,,,,,,,,
