K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73,SULAWESI SELATAN,,,,,,,
73.17,KAB. LUWU,,,22,20,207,"2.902,069","PP. No. 80/2005 (pemindahan Ibukota).
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
73.17.01,,,,1Basse Sangtempe,-,12,,
,,,,,,Pantilang,,"Menjadi wil Kec. Basse Sangtempe Utara, Perda No. 1/2012"
,,,,,,Teda,,"Menjadi wil Kec. Basse Sangtempe Utara, Perda No. 1/2012"
,,,,,,Dampan,,"Menjadi wil Kec. Basse Sangtempe Utara, Perda No. 1/2012"
,,,,,,Maindo,,"Menjadi wil Kec. Basse Sangtempe Utara, Perda No. 1/2012"
73.17.01.2005,,,,,,1 Kanna,,
73.17.01.2006,,,,,,2 Kanna Utara,,
,,,,,,Karatuan,,"Menjadi wil Kec. Basse Sangtempe Utara, Perda No. 1/2012"
73.17.01.2008,,,,,,3 Tabi,,
,,,,,,Barana,,"Menjadi wil Kec. Basse Sangtempe Utara, Perda No. 1/2012"
73.17.01.2010,,,,,,4 Bolu,,
73.17.01.2011,,,,,,5 Lange,,
73.17.01.2012,,,,,,6 Sinaji,,
73.17.01.2013,,,,,,7 Mappetajang,,"Perbaikan nama sesuai lampiran klarifikasi data Desa Kab. Luwu
tentang Kode dan data Wilayah Administrasi Pemerintahan kab. Luwu
Th 2015"
,,,,,,Bonglo,,"Menjadi wil Kec. Basse Sangtempe Utara, Perda No. 1/2012"
,,,,,,Tasangtongkonan,,"Menjadi wil Kec. Basse Sangtempe Utara, Perda No. 1/2012"
73.17.01.2016,,,,,,8 Andulan,,
73.17.01.2017,,,,,,9 Buntu Batu,,
,,,,,,Buntu Tallang,,"Menjadi wil Kec. Basse Sangtempe Utara, Perda No. 1/2012"
73.17.01.2019,,,,,,10 Ledan,,
73.17.01.2020,,,,,,11 Lissaga,,
,,,,,,Salubua,,"Menjadi wil Kec. Basse Sangtempe Utara, Perda No. 1/2012"
73.17.01.2022,,,,,,12 To'long,,
,,,,,,Uraso,,"Menjadi wil Kec. Basse Sangtempe Utara, Perda No. 1/2012"
,,,,,,Ta'ba,,"Menjadi wil Kec. Basse Sangtempe Utara, Perda No. 1/2012"
73.17.02,,,,2Larompong,1,12,,
73.17.02.2001,,,,,,1 Rantebelu,,"Perbaikan nama sesuai lampiran klarifikasi data Desa Kab. Luwu
tentang Kode dan data Wilayah Administrasi Pemerintahan kab. Luwu
Th 2015"
73.17.02.2002,,,,,,2 Komba,,
73.17.02.1003,,,,,1Larompong,,,
73.17.02.2004,,,,,,3 Lumaring,,
73.17.02.2005,,,,,,4 Binturu,,
,,,,,,,,
