Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
11.06.40021,Pulau Cut,,"05°33'47.14"" U 095°10'03.15"" T",TBP
11.06.40022,Pulau Gepon Cut,,"05°36'49.82"" U 095°03'42.26"" T",TBP
11.06.40023,Pulau Gepon Selatan,,"05°36'34.99"" U 095°03'34.43"" T",TBP
11.06.40024,Pulau Gepon Tengoh,,"05°36'40.00"" U 095°03'45.00"" T",TBP
11.06.40025,Pulau Geupon Batee,,"05°36'28.95"" U 095°03'29.41"" T",
11.06.40026,Pulau Iku Maneek,,"05°33'07.31"" U 095°09'01.87"" T",
11.06.40027,Pulau Ikumanek,,"05°34'26.00"" U 095°10'52.00"" T",TBP
11.06.40028,Pulau Jeuroh,,"05°38'32.21"" U 095°10'08.05"" T",TBP
11.06.40029,Pulau Kerisek,,"05°38'02.37"" U 095°04'08.33"" T",BP
11.06.40030,Pulau Looh,,"05°45'51.28"" U 095°02'08.22"" T",TBP
11.06.40031,Pulau Lumpat,,"05°34'48.92"" U 095°12'57.13"" T",
11.06.40032,Pulau Lungkap Cut,,"05°47'31.78"" U 094°58'20.09"" T",TBP
11.06.40033,Pulau Nasi,,"05°41'57.99"" U 095°04'54.99"" T",BP
11.06.40034,Pulau Rusa,,"05°16'39.00"" U 095°12'20.00"" T",TBP (PPKT)
11.06.40035,Pulau Sidom Besar,,"05°42'57.13"" U 095°01'01.53"" T",TBP
11.06.40036,Pulau Sidom Kecil,,"05°42'50.13"" U 095°00'53.04"" T",TBP
11.06.40037,Pulau Tengkorak,,"05°39'28.73"" U 095°09'30.26"" T",TBP
11.06.40038,Pulau Tuan,,"05°33'52.10"" U 095°14'58.64"" T",TBP
11.06.40039,Pulau Ujong Apui,,"05°40'18.81"" U 095°02'20.16"" T",
11.06.40040,Pulau Ujongriting,,"05°13'23.91"" U 095°14'28.35"" T",TBP
11.06.40041,Pulau Uu,,"05°40'16.06"" U 095°02'16.81"" T",TBP
11.06.40042,Pulau Uuh,,"05°45'18.48"" U 095°00'42.64"" T",TBP
11.07,KAB. PIDIE,1,,
11.07.40001,Pulau Busung,,"05°17'14.56"" U 096°05'43.63"" T",BP
11.09,KAB. SIMEULUE,144,,
11.09.40001,Pulau Aie Luan,,"02°38'30.24"" U 096°07'00.87"" T",
11.09.40002,Pulau Aieluan,,"02°43'27.36"" U 096°06'59.76"" T",
11.09.40003,Pulau Alaala,,"02°40'25.21"" U 096°06'28.34"" T",TBP
11.09.40004,Pulau Ama Adu,,"02°22'14.94"" U 096°19'44.31"" T",
11.09.40005,Pulau Ama Balok,,"02°33'49.35"" U 096°18'40.99"" T",
11.09.40006,Pulau Ama Galok,,"02°32'00.85"" U 096°23'12.73"" T",
11.09.40007,Pulau Ama Perak,,"02°50'13.92"" U 095°54'37.14"" T",
11.09.40008,Pulau Amasianggao,,"02°44'51.35"" U 096°06'42.26"" T",
11.09.40009,Pulau Amasianggao Ketek,,"02°44'51.54"" U 096°06'13.38"" T",
11.09.40010,Pulau Arafulu,,"02°54'11.00"" U 095°45'25.99"" T",TBP
11.09.40011,Pulau Aramaram,,"02°38'56.18"" U 096°09'10.39"" T",TBP
11.09.40012,Pulau Aru,,"02°29'57.31"" U 096°22'26.38"" T",
11.09.40013,Pulau Asu,,"02°46'55.99"" U 096°00'43.99"" T",TBP
11.09.40014,Pulau Awah,,"02°29'57.38"" U 096°22'39.25"" T",
11.09.40015,Pulau Baba,,"02°40'30.00"" U 096°08'44.00"" T",TBP
