K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
62.09.05.2004,,,,,,4 Lubuk Hiju,,"Semula wil. Kec. Bulik, Perbaikan nama sesuai hasil Rakernis Ditjen
Bina Pemdes tentang Klarifikasi Data Nama dan Kodefikasi Desa tgl 1
April 2016"
62.09.05.2005,,,,,,5 Topalan,,Semula wil. Kec. Bulik
62.09.05.2006,,,,,,6 Bukit Makmur,,Semula wil. Kec. Bulik
62.09.05.2007,,,,,,7 Modang Mas,,Semula wil. Kec. Bulik
62.09.05.2008,,,,,,8 Bukit Raya,,Semula wil. Kec. Bulik
62.09.05.2009,,,,,,9 Mukti Manunggal,,Semula wil. Kec. Bulik
62.09.05.2010,,,,,,10 Sumber Jaya,,Semula wil. Kec. Bulik
62.09.05.2011,,,,,,11 Bukit Harum,,Semula wil. Kec. Bulik
62.09.06,,,,6Sematu Jaya,-,8,,Perda No.5/2005
62.09.06.2001,,,,,,1 Bina Bhakti,,Semula wil. Kec. Bulik
62.09.06.2002,,,,,,2 Wonorejo,,Semula wil. Kec. Bulik
62.09.06.2003,,,,,,3 Mekar Mulya,,Semula wil. Kec. Bulik
62.09.06.2004,,,,,,4 Jangkar Prima,,Semula wil. Kec. Bulik
62.09.06.2005,,,,,,5 Purwareja,,"Semula wil. Kec. Bulik, Perbaikan nama sesuai hasil Rakernis Ditjen
Bina Pemdes tentang Klarifikasi Data Nama dan Kodefikasi Desa tgl 1
April 2016"
62.09.06.2006,,,,,,6 Tri Tunggal,,Semula wil. Kec. Bulik
62.09.06.2007,,,,,,7 Batu Hambawang,,"PMD, Perda No. 5/2009"
62.09.06.2008,,,,,,8 Rimba Jaya,,Pemekaran sebagian wil Desa Wonorejo Perda No. 4/2013
62.09.07,,,,7Belantikan Raya,-,12,,Perda No.5/2005
62.09.07.2001,,,,,,1 Nanga Belantikan,,Semula wil. Kec. Lamandau
62.09.07.2002,,,,,,2 Sungai Buluh,,Semula wil. Kec. Lamandau
62.09.07.2003,,,,,,3 Tangga Batu,,Semula wil. Kec. Lamandau
62.09.07.2004,,,,,,4 Belibi,,"Semula wil. Kec. Lamandau, Perbaikan nama sesuai hasil Rakernis
Ditjen Bina Pemdes tentang Klarifikasi Data Nama dan Kodefikasi Desa
tgl 1 April 2016"
62.09.07.2005,,,,,,5 Bayat,,Semula wil. Kec. Lamandau
62.09.07.2006,,,,,,6 Karang Besi,,Semula wil. Kec. Lamandau
62.09.07.2007,,,,,,7 Benuatan,,"Semula wil. Kec. Lamandau, Perbaikan nama sesuai hasil Rakernis
Ditjen Bina Pemdes tentang Klarifikasi Data Nama dan Kodefikasi Desa
tgl 1 April 2016"
62.09.07.2008,,,,,,8 Kahingai,,"Semula wil. Kec. Lamandau, Perbaikan nama sesuai hasil Rakernis
Ditjen Bina Pemdes tentang Klarifikasi Data Nama dan Kodefikasi Desa
tgl 1 April 2016"
62.09.07.2009,,,,,,9 Nanga Matu,,Semula wil. Kec. Lamandau
62.09.07.2010,,,,,,10 Bintang Mangalih,,Semula wil. Kec. Lamandau
62.09.07.2011,,,,,,11 Petarikan,,Semula wil. Kec. Lamandau
62.09.07.2012,,,,,,12 Sumber Cahaya,,Semula wil. Kec. Bulik
62.09.08,,,,8Batang Kawa,-,9,,Perda No.5/2005
62.09.08.2001,,,,,,1 Batu Tambun,,Semula wil. Kec. Delang
62.09.08.2002,,,,,,2 Kinipan,,Semula wil. Kec. Delang
