NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,91.05.01,1 Yapen Selatan,,,,,3,10,,,
,91.05.02,2 Yapen Barat,,,,,1,16,,,
,91.05.03,3 Yapen Timur,,,,,,11,,,
,91.05.04,4 Angkaisera,,,,,,11,,,
,91.05.05,5 Poom,,,,,,8,,,
,91.05.06,6 Kosiwo,,,,,,15,,,
,91.05.07,7 Yapen Utara,,,,,,7,,,
,91.05.08,8 Raimbawi,,,,,,7,,,
,91.05.09,9 Teluk Ampimoi,,,,,,11,,,
,91.05.10,10 Kepulauan Ambai,,,,,,13,,,
,91.05.11,11 Wonawa,,,,,,10,,,
,91.05.12,12 Windesi,,,,,,9,,,
,91.05.13,13 Pulau Kurudu,,,,,,8,,,Pemekaran Kec Raimbawi Perda No. 17/2009
,91.05.14,14 Pulau Yerui,,,,,,5,,,Pemekaran Kec Miosnum Perda No. 17/2009
,91.05.15,15 Anotaurei,,,,,1,7,,,"Pemekaran wil Kec Yapen Selatan, Perda No 22/2012."
,91.05.16,16 Yawakukat,,,,,,7,,,"Pemekaran wil Kec Angkaisera, Perda No 22/2012."
,91.05.17,17 Nusawani,,,,,,5,,,"Pembentukan Distrik Nusawani hasil pemekaran dari sebagian wilayah
Distrik Kepulauan Ambai berdasarkan Perda Kab. Kepulauan Yapen
No 3 Tahun 2021 tentang Pembentukan Distrik Nusaweni Kabupaten
Kepulauan Yapen"
,91.06,6 KAB. BIAK NUMFOR,Biak,,,19,14,254,2.258,146.346,"Luas Wilayah Definitif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,91.06.01,1 Biak Kota,,,,,7,15,,,
,91.06.02,2 Biak Utara,,,,,,16,,,
,91.06.03,3 Biak Timur,,,,,,26,,,
,91.06.04,4 Numfor Barat,,,,,,12,,,
,91.06.05,5 Numfor Timur,,,,,,9,,,
,,Supiori Selatan,,,,,,,,,"Menjadi wil. Kab. Supiori , UU No 35/2003"
,,Supiori Utara,,,,,,,,,"Menjadi wil. Kab. Supiori , UU No 35/2003"
,91.06.08,8 Biak Barat,,,,,,22,,,
,91.06.09,9 Warsa,,,,,,20,,,
,91.06.10,10 Padaido,,,,,,11,,,
,91.06.11,11 Yendidori,,,,,,19,,,
,91.06.12,12 Samofa,,,,,7,10,,,
,91.06.13,13 Yawosi,,,,,,8,,,Pemekaran Kec. Perda No. 4/2007
,91.06.14,14 Andey,,,,,,11,,,Pemekaran Kec. Perda No. 4/2007
