Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
53.14.40043,Pulau Batutelu Muli,,"10°53'06.20"" S 123°02'38.20"" T",TBP
53.14.40044,Pulau Batutelu Ndulu,,"10°53'06.54"" S 123°02'40.25"" T",TBP
53.14.40045,Pulau Batutelu Talada,,"10°53'05.71"" S 123°02'36.17"" T",TBP
53.14.40046,Pulau Batutiang Bendera,,"10°43'30.30"" S 123°01'39.02"" T",TBP
53.14.40047,Pulau Batutua Kadale Dua,,"10°43'40.53"" S 123°01'22.44"" T",TBP
53.14.40048,Pulau Batutua Kadale Esa,,"10°43'37.81"" S 123°01'29.02"" T",TBP
53.14.40049,Pulau Bau,,"10°51'45.00"" S 123°03'41.00"" T",TBP
53.14.40050,Pulau Bauren,,"10°33'00.96"" S 123°21'35.17"" T",TBP
53.14.40051,Pulau Bibi,,"10°27'22.00"" S 123°19'53.00"" T",TBP
53.14.40052,Pulau Bibik,,"10°55'32.99"" S 122°59'47.00"" T",TBP
53.14.40053,Pulau Bibik Ana,,"10°55'17.00"" S 123°00'02.99"" T",TBP
53.14.40054,Pulau Bisakokoek,,"10°30'01.73"" S 123°25'16.25"" T",
53.14.40055,Pulau Bolotelu Ki,,"10°31'26.00"" S 123°23'17.99"" T",TBP
53.14.40056,Pulau Bolotelu Kona,,"10°31'28.55"" S 123°23'15.23"" T",TBP
53.14.40057,Pulau Bolotelu Ledo Tena,,"10°31'32.00"" S 123°23'12.99"" T",TBP
53.14.40058,Pulau Bolotelu Ledo Ti,,"10°31'32.99"" S 123°23'17.99"" T",TBP
53.14.40059,Pulau Bonggo Dua,,"10°55'46.99"" S 122°58'04.00"" T",TBP
53.14.40060,Pulau Bonggo Esa,,"10°55'44.53"" S 122°58'05.67"" T",TBP
53.14.40061,Pulau Butu Mulu Ki,,"10°32'05.70"" S 123°22'06.33"" T",TBP
53.14.40062,Pulau Dete,,"10°54'57.83"" S 122°57'20.09"" T",TBP
53.14.40063,Pulau Do'O,,"10°49'46.99"" S 122°44'22.99"" T",BP
53.14.40064,Pulau Faliti,,"10°32'03.99"" S 123°22'35.00"" T",TBP
53.14.40065,Pulau Heli Ana,,"10°57'15.99"" S 122°52'50.00"" T",TBP
53.14.40066,Pulau Henusa,,"10°29'26.99"" S 123°23'22.99"" T",TBP
53.14.40067,Pulau Hundi Ama,,"10°31'17.00"" S 123°23'30.99"" T",TBP
53.14.40068,Pulau Kanaker Dua,,"10°55'02.14"" S 122°55'25.06"" T",TBP
53.14.40069,Pulau Kanaker Esa,,"10°55'24.24"" S 122°55'51.14"" T",TBP
53.14.40070,Pulau Kanaker Telu,,"10°55'22.81"" S 122°54'55.72"" T",TBP
53.14.40071,Pulau Keko Ana,,"10°35'04.94"" S 123°21'54.18"" T",TBP
53.14.40072,Pulau Keko Tua,,"10°35'08.00"" S 123°21'51.99"" T",TBP
53.14.40073,Pulau Dengka,,"10°43'45.99"""" S 122°57'02.00"""" T","TBP Perubahan nama pulau semula
Pulau Kodi menjadi Pulau Dengka
sesuai BA No.16/TOPOII/VII/2022
Tanggal 27 s.d 29 Juli 2022."
53.14.40074,Pulau Lai,,"10°52'19.99"" S 123°03'41.00"" T",TBP
53.14.40075,Pulau Landu,,"10°55'40.00"" S 122°57'04.00"" T",BP
53.14.40076,Pulau Lemina Ana,,"10°33'54.11"" S 123°23'16.05"" T",TBP
53.14.40077,Pulau Lemina Tua,,"10°33'54.05"" S 123°23'24.86"" T",TBP
53.14.40078,Pulau Manggaro Besar,,"10°54'52.13"" S 122°57'14.36"" T",TBP
53.14.40079,Pulau Manggaro Kecil,,"10°54'52.31"" S 122°57'09.50"" T",TBP
