Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
73.10.40064,Pulau Masalima,,"05°02'47.00"" S 117°02'26.00"" T",BP
73.10.40065,Pulau Matalaang,,"06°51'31.00"" S 118°57'55.00"" T",BP
73.10.40066,Pulau Meong,,"06°51'19.65"" S 118°59'19.82"" T",TBP
73.10.40067,Pulau Pajenekang,,"04°58'08.00"" S 119°19'41.00"" T",BP
73.10.40068,Pulau Pala,,"04°42'18.00"" S 119°19'45.00"" T",BP
73.10.40069,Pulau Pamalikang,,"05°02'50.68"" S 117°04'26.20"" T",BP
73.10.40070,Pulau Pammanggangang,,"04°41'25.00"" S 119°07'14.99"" T",TBP
73.10.40071,Pulau Pammantauang,,"05°01'17.97"" S 117°04'21.46"" T",BP
73.10.40072,Pulau Pamolikang,,"06°52'00.99"" S 119°08'02.00"" T",BP
73.10.40073,Pulau Panambungan,,"04°57'19.00"" S 119°21'55.00"" T",TBP
73.10.40074,Pulau Pandangan,,"07°23'40.99"" S 117°42'42.00"" T",TBP
73.10.40075,Pulau Pandangang,,"04°43'16.00"" S 118°58'52.00"" T",BP
73.10.40076,Pulau Pattayangang,,"06°51'53.36"" S 119°09'01.14"" T",TBP
73.10.40077,Pulau Pelokan Caddi,,"07°11'11.41"" S 118°23'50.23"" T",TBP
73.10.40078,Pulau Pelokan Lompo,,"07°11'45.70"" S 118°22'33.85"" T",BP
73.10.40079,Pulau Podangpodang Caddi,,"04°53'49.99"" S 119°21'34.99"" T",TBP
73.10.40080,Pulau Podangpodang Lompo,,"04°53'12.00"" S 119°20'25.00"" T",BP
73.10.40081,Pulau Polewali,,"04°50'40.99"" S 119°24'13.00"" T",BP
73.10.40082,Pulau Reangreang,,"04°43'57.00"" S 119°25'54.00"" T",TBP
73.10.40083,Pulau Sabalana,,"06°51'09.83"" S 119°06'32.42"" T",BP
73.10.40084,Pulau Sabangko,,"04°42'22.00"" S 119°28'23.00"" T",BP
73.10.40085,Pulau Sabaru,,"05°05'44.96"" S 117°03'10.93"" T",BP
73.10.40086,Pulau Sabaru,,"06°34'34.91"" S 118°50'04.72"" T",BP
73.10.40087,Pulau Sabutung,,"04°45'00.00"" S 119°25'58.00"" T",BP
73.10.40088,Pulau Sadapur,,"07°45'29.99"" S 117°12'09.00"" T",TBP
73.10.40089,Pulau Sadolangang,,"06°58'26.47"" S 118°48'28.88"" T",TBP
73.10.40090,Pulau Sagara,,"04°42'02.00"" S 119°27'18.00"" T",BP
73.10.40091,Pulau Sailus Besar,,"07°31'31.00"" S 117°26'02.00"" T",BP
73.10.40092,Pulau Sailus Kecil,,"07°34'59.00"" S 117°26'53.00"" T",BP
73.10.40093,Pulau Sakuala,,"04°39'19.00"" S 119°30'09.00"" T",BP
73.10.40094,Pulau Salebbo,,"04°43'37.99"" S 119°18'15.00"" T",BP
73.10.40095,Pulau Salemo,,"04°41'21.00"" S 119°28'08.00"" T",BP
73.10.40096,Pulau Saliriang,,"05°02'08.99"" S 117°03'27.00"" T",BP
73.10.40097,Pulau Samatellu Borong,,"04°43'00.99"" S 119°21'13.00"" T",BP
73.10.40098,Pulau Samatellu Lompo,,"04°40'36.99"" S 119°17'04.99"" T",BP
73.10.40099,Pulau Samatellu Pedda,,"04°42'38.99"" S 119°21'51.99"" T",BP
73.10.40100,Pulau Sambargitang,,"07°08'40.99"" S 118°16'45.00"" T",TBP
73.10.40101,Pulau Sambarjaga,,"07°05'22.99"" S 118°14'12.00"" T",TBP
73.10.40102,Pulau Sanane,,"04°56'44.99"" S 119°20'29.00"" T",BP
73.10.40103,Pulau Sanane Caddi,,"06°48'53.72"" S 119°00'12.51"" T",TBP
