K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12,SUMATERA UTARA,,,,,,,
12.77,KOTA PADANG SIDEMPUAN,,,6,37,42,"159,298","UU No. 4 Tahun 2001.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
12.77.01,,,,"1Padangsidimpuan
Utara",16,-,,
12.77.01.1001,,,,,1Wek I,,,
12.77.01.1002,,,,,2Wek II,,,
12.77.01.1003,,,,,3Wek III,,,
12.77.01.1004,,,,,4Wek IV,,,
12.77.01.1005,,,,,5Tanobato,,,
12.77.01.1006,,,,,6Tobat,,,
12.77.01.1007,,,,,7Batang Ayumi Jae,,,
12.77.01.1008,,,,,8Batang Ayumi Julu,,,
12.77.01.1009,,,,,9Sadabuan,,,
12.77.01.1010,,,,,10Panyanggar,,,
12.77.01.1011,,,,,11Bonan Dolok,,,
12.77.01.1012,,,,,12Losung Batu.,,,
12.77.01.1013,,,,,13Timbangan,,,Perda No. 46/2003
12.77.01.1014,,,,,14Bincar,,,Perda No. 46/2003
12.77.01.1015,,,,,15Kantin,,,Perda No. 46/2003
12.77.01.1016,,,,,16Kayu Ombun,,,Perda No. 46/2003
12.77.02,,,,"2Padangsidimpuan
Selatan",12,-,,
12.77.02.1001,,,,,1Wek V,,,
12.77.02.1002,,,,,2Wek VI,,,
12.77.02.1003,,,,,3Losung,,,
12.77.02.1004,,,,,4Sitamiang,,,
12.77.02.1005,,,,,5Ujung Padang,,,"Perbaikan nama sesuai BA No. 2826.a/BP/2017 tgl 30 Okt s/d 1 Nov
2017"
12.77.02.1006,,,,,6Aek Tampang,,,
12.77.02.1007,,,,,7Padang Matinggi,,,
12.77.02.1008,,,,,8Silandit,,,
12.77.02.1009,,,,,9Sidangkal,,,"Menjadi Kel., Perda No. 46/2003"
12.77.02.1010,,,,,10Hanopan,,,"Menjadi Kel., Perda No. 46/2003"
12.77.02.1011,,,,,"11Padang Matinggi
Lestari",,,Perda No. 46/2003
12.77.02.1012,,,,,12Sitamiang Baru,,,Perda No. 46/2003
12.77.03,,,,"3Padangsidimpuan
Batunadua",2,13,,
,,,,,,,,
