K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Arombu Utama,,Bergabung ke Desa Latoma Jaya sesuai Perda No. 4 Tahun 2020.
74.02.17,,,,10Puriala,1,15,,
74.02.17.2001,,,,,,1 Puriala,,
74.02.17.1002,,,,,1Watundehoa,,,Perubahan status Perda No. 16/2003
74.02.17.2003,,,,,,2 Sonai,,
74.02.17.2004,,,,,,3 Lalonggatu,,
74.02.17.2005,,,,,,4 Poanaha,,"Perbaikan nama desa semula Puanaha menjadi Poanaha, sesuai:
Perda No. 4 Tahun 2020; dan
Surat Sekda Prov. Sultra No. 146.4/5106 tgl 15 September 2022."
74.02.17.2006,,,,,,5 Wonua Morome,,
74.02.17.2007,,,,,,6 Ahuawali,,
74.02.17.2008,,,,,,7 Watusa,,
74.02.17.2009,,,,,,8 Puusangi,,
74.02.17.2010,,,,,,9 Mokaleleo,,
74.02.17.2011,,,,,,10 Unggulino,,
74.02.17.2012,,,,,,11 Tetewatu,,
74.02.17.2013,,,,,,12 Tetehaka,,Perda No 2/2011
74.02.17.2014,,,,,,13 Puuhopa,,Perda No 2/2011
74.02.17.2015,,,,,,14 Laloonaha,,Perda No 2/2011
74.02.17.2016,,,,,,15 Wawosanggula,,Perda No 2/2011
,,,,,,Asinowowo,,
74.02.18,,,,11Uepai,1,17,,
,,,,,,Uepai,,"Pencabutan kode desa mendasarkan kepada Rekomendasi Dirjen Bina
Pemdes No. 145/1820/SET tgl 15 Nov 2018 hal Penyampaian Hasil
Validasi Data Nama dan Jumlah Desa Seluruh Indonesia"
74.02.18.1001,,,,,1Uepai,,,"Perubahan status dari desa menjadi kelurahan, sesuai:
Surat Sekda Prov. Sultra No. 140/5635 tgl 11 Oktober 2022;
Surat Pernyataan Bup. Konawe tgl 30 Agustus 2022; dan
BA Forkopimda Kab. Konawe No. 130/503/2022 tgl 29 Agustus 2022."
74.02.18.2002,,,,,,1 Ameroro,,
74.02.18.2003,,,,,,2 Tawarotebota,,
74.02.18.2004,,,,,,3 Olo-Oloho,,"Perbaikan nama desa semula Alo-Oloho menjadi Olo-Oloho, sesuai:
Perda No. 4 Tahun 2020; dan
Surat Sekda Prov. Sultra No. 146.4/5106 tgl 15 September 2022."
74.02.18.2005,,,,,,4 Matahoalu,,
74.02.18.2006,,,,,,5 Langgomea,,
74.02.18.2007,,,,,,6 Rawua,,
74.02.18.2008,,,,,,7 Baruga,,
74.02.18.2009,,,,,,8 Amaroa,,
74.02.18.2010,,,,,,9 Tawamelewe,,
74.02.18.2011,,,,,,10 Anggopiu,,
74.02.18.2012,,,,,,11 Tamesandi,,"Pemekaran sebagian wil Desa Amaroa, Perda No. 7/2011"
,,,,,,,,
