K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
95.03.14,,,,14Hogio,,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
95.03.14.2001,,,,,,1 Paima,,
95.03.14.2002,,,,,,2 Dugumhad,,
95.03.14.2003,,,,,,3 Leleak,,
95.03.14.2004,,,,,,4 Subsal,,
95.03.14.2005,,,,,,5 Sengsenagaik,,
95.03.14.2006,,,,,,6 Sipnidipmu,,
95.03.14.2007,,,,,,7 Hogio I,,
95.03.14.2008,,,,,,8 Hogio II,,
95.03.15,,,,15Mugi,,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
95.03.15.2001,,,,,,1 Kosihun,,
95.03.15.2002,,,,,,2 Seima,,
95.03.15.2003,,,,,,3 Userem,,
95.03.15.2004,,,,,,4 Yuarima,,
95.03.15.2005,,,,,,5 Ugem,,
95.03.15.2006,,,,,,6 Wusagasem,,
95.03.15.2007,,,,,,7 Hunenima,,
95.03.15.2008,,,,,,8 Itlay Wopi,,
95.03.15.2009,,,,,,9 Togoluk,,
95.03.15.2010,,,,,,10 Herawe,,
95.03.15.2011,,,,,,11 Hendang,,
95.03.15.2012,,,,,,12 Ilokomo,,
95.03.15.2013,,,,,,13 Hulesi,,
95.03.15.2014,,,,,,14 Wanesi,,
95.03.15.2015,,,,,,15 Panyoke,,
95.03.15.2016,,,,,,16 Nyikinen,,
95.03.15.2017,,,,,,17 Wesangma,,
95.03.15.2018,,,,,,18 Olomising,,"Perbaikan nama desa/kampung semula Olomisang menjadi Olomising,
sesuai:
Perda Kab. Yahukimo No.5/2006; dan
BA No.32/TopoII/IX/2022 Tanggal 8 September 2022."
95.03.15.2019,,,,,,19 Wemasili,,
95.03.15.2020,,,,,,20 Lugulmu,,
95.03.16,,,,16Soba,,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
95.03.16.2001,,,,,,1 Soba,,
95.03.16.2002,,,,,,2 Hepinis,,
,,,,,,,,
