K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Upang Ceria,,"Menjadi wil Kec. Muara Telang, Perda No. 10/2012"
,,,,,,Upang Cemara,,"Menjadi wil Kec. Muara Telang, Perda No. 10/2012"
,,,,,,Upang Karya,,"Menjadi wil Kec. Muara Telang, Perda No. 10/2012"
16.07.09.2017,,,,,,7 Purwosari,,
,,,,,,Upang Marga,,"Menjadi wil Kec. Air Salek, Perda No. 10/2012"
16.07.09.2019,,,,,,8 Tanjung Mas,,"Pemekaran Desa Perda No. 2/2008, Semula wil Kec. Banyuasin II,
Perda No. 10/2012, Perbaikan nama sesuai Srt Ditjen Pemdes
No.145/1820/SET tgl 15 Nov 2018 hal penyampaian hasil validasi"
16.07.09.2020,,,,,,9 Tanjung Baru,,"Pemekaran Desa Perda No. 2/2008, Semula wil Kec.Banyuasin II,
Perda No. 10/2012, Perbaikan nama sesuai Srt Ditjen Pemdes
No.145/1820/SET tgl 15 Nov 2018 hal penyampaian hasil validasi"
16.07.09.2021,,,,,,10 Sungai Semut,,"Semula wil Kec. Banyuasin II, Perda No. 10/2012, Perbaikan nama
sesuai Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov 2018 hal
penyampaian hasil validasi"
16.07.09.2022,,,,,,11 Muara Baru,,"Semula wil Kec. Banyuasin II, Perda No. 10/2012, Perbaikan nama
sesuai Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov 2018 hal
penyampaian hasil validasi"
16.07.10,,,,10Talang Kelapa,13,6,,
16.07.10.2001,,,,,,1 Sungai Rengit,,"Perbaikan nama sesuai Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
16.07.10.1002,,,,,1Air Batu,,,
16.07.10.1003,,,,,2Sukomoro,,,
16.07.10.1004,,,,,3Sukajadi,,,
16.07.10.2005,,,,,,2 Pangkalan Benteng,,
16.07.10.1006,,,,,4Kenten,,,
16.07.10.2007,,,,,,3 Gasing,,
,,,,,,Seri Menanti,,"Menjadi wil Kec.Tanjung Lago, Perda No. 2/2006"
,,,,,,Sebalik,,"Menjadi wil Kec.Tanjung Lago, Perda No. 2/2006"
,,,,,,Tajung Lago,,"Menjadi wil Kec.Tanjung Lago, Perda No. 2/2006"
,,,,,,Kuala Puntian,,"Menjadi wil Kec.Tanjung Lago, Perda No. 2/2006"
,,,,,,Suka Tani,,"Menjadi wil Kec.Tanjung Lago, Perda No. 2/2006"
,,,,,,Suka Damai,,"Menjadi wil Kec.Tanjung Lago, Perda No. 2/2006"
,,,,,,Banyu Urip,,"Menjadi wil Kec.Tanjung Lago, Perda No. 2/2006"
,,,,,,Bangun Sari,,"Menjadi wil Kec.Tanjung Lago, Perda No. 2/2006"
,,,,,,Sumber Mekar Mukti,,"Menjadi wil Kec.Tanjung Lago, Perda No. 2/2006"
,,,,,,Muara Sugih,,"Menjadi wil Kec.Tanjung Lago, Perda No. 2/2006"
,,,,,,Manggar Raya,,"Menjadi wil Kec.Tanjung Lago, Perda No. 2/2006"
16.07.10.2019,,,,,,4 Talang Buluh,,
16.07.10.2020,,,,,,5 Sungai Rengat Murni,,"Pemekaran desa Perda No. 8/2009, Perbaikan nama sesuai Srt Ditjen
Pemdes No.145/1820/SET tgl 15 Nov 2018 hal penyampaian hasil
validasi"
16.07.10.2021,,,,,,6 Kenten Laut,,Pemekaran desa Perda No. 8/2009
16.07.10.1022,,,,,5Tanah Mas,,,Pemekaran kel Perda No. 9/2009
,,,,,,,,
