NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
XII,32,JAWA BARAT,,18,9,627,646,5311,37.045,48.637.180,
,32.01,1 KAB. BOGOR,Cibinong,,,40,19,416,2.992,5.385.219,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,32.01.01,1 Cibinong,,,,,13,,,,
,32.01.02,2 Gunung Putri,,,,,,10,,,
,32.01.03,3 Citeureup,,,,,2,12,,,
,32.01.04,4 Sukaraja,,,,,,13,,,
,32.01.05,5 Babakan Madang,,,,,,9,,,
,32.01.06,6 Jonggol,,,,,,14,,,
,32.01.07,7 Cileungsi,,,,,,12,,,
,32.01.08,8 Cariu,,,,,,10,,,
,32.01.09,9 Sukamakmur,,,,,,10,,,
,32.01.10,10 Parung,,,,,,9,,,
,32.01.11,11 Gunung Sindur,,,,,,10,,,
,32.01.12,12 Kemang,,,,,1,8,,,
,32.01.13,13 Bojong Gede,,,,,1,8,,,
,32.01.14,14 Leuwiliang,,,,,,11,,,
,32.01.15,15 Ciampea,,,,,,13,,,
,32.01.16,16 Cibungbulang,,,,,,15,,,
,32.01.17,17 Pamijahan,,,,,,15,,,
,32.01.18,18 Rumpin,,,,,,14,,,
,32.01.19,19 Jasinga,,,,,,16,,,
,32.01.20,20 Parung Panjang,,,,,,11,,,
,32.01.21,21 Nanggung,,,,,,11,,,
,32.01.22,22 Cigudeg,,,,,,15,,,
,32.01.23,23 Tenjo,,,,,,9,,,
,32.01.24,24 Ciawi,,,,,,13,,,
,32.01.25,25 Cisarua,,,,,1,9,,,
,32.01.26,26 Megamendung,,,,,,12,,,
,32.01.27,27 Caringin,,,,,,12,,,
,32.01.28,28 Cijeruk,,,,,,9,,,
,32.01.29,29 Ciomas,,,,,1,10,,,
,32.01.30,30 Dramaga,,,,,,10,,,
