Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
52.01.40031,Gili Sarang Timur,,"08°53'54.11"""" S 116°02'58.02"""" T","TBP Perbaikan nama pulau semula
Pulau Sarang menjadi Pulau Sarang
Timur sesuai BA Verifikasi
Terhadap Kode, Data Wilayah
Administrasi Pemerintahan dan
Pulau Kab. Lombok Barat Tahun
2022 Tanggal 30 Agustus 2022."
52.01.40032,Gili Sarang Barat,,"08°53'00.02"" S 115°59'16.20"" T","Perbaikan nama pulau semula Pulau
Sarang menjadi Pulau Sarang Barat
sesuai BA Verifikasi Terhadap
Kode, Data Wilayah Administrasi
Pemerintahan dan Pulau Kab.
Lombok Barat Tahun 2022 Tanggal
30 Agustus 2022."
52.01.40033,Gili Sedarang,,"08°52'46.71"" S 115°58'28.90"" T",TBP
52.01.40034,Gili Sepatang,,"08°55'19.15"" S 116°00'07.43"" T",TBP (PPKT)
52.01.40035,Gili Solet,,"08°49'38.13"" S 115°52'12.70"" T",TBP
52.01.40036,Gili Sudaq,,"08°43'30.00"" S 116°01'27.00"" T",BP
52.01.40037,Gili Tangkong,,"08°43'23.63"" S 116°00'50.80"" T",BP
52.01.40038,Gili Tepong,,"08°52'59.99"" S 115°58'50.00"" T",TBP
52.01.40039,Gili Ular,,"08°43'41.99"" S 115°59'21.00"" T",TBP
52.01.40040,Pulau Balean Rajab,,"08°54'01.14"" S 116°00'54.94"" T",
52.01.40041,Pulau Batu Bekerem,,"08°54'04.08"" S 116°00'48.44"" T",
52.01.40042,Pulau Batu Bolong,,"08°49'55.65"" S 115°53'34.89"" T",
52.01.40043,Pulau Batu Bolong Beleq,,"08°49'56.86"" S 115°53'22.76"" T",
52.01.40044,Pulau Batu Bungkak Panggang,,"08°54'01.30"" S 116°01'03.15"" T",
52.01.40045,Pulau Batu Dawok,,"08°49'48.20"" S 115°52'49.01"" T",
52.01.40046,Pulau Batu Keselet,,"08°54'09.22"" S 116°01'10.04"" T",
52.01.40047,Pulau Batu Kumbu Lauq,,"08°50'00.78"" S 115°54'07.94"" T",
52.01.40048,Pulau Batu Malang Beleq,,"08°54'13.75"" S 116°00'17.14"" T",
52.01.40049,Pulau Batu Malang Kodeq,,"08°54'21.22"" S 116°00'22.15"" T",
52.01.40050,Pulau Batu Mandi Umar Madi,,"08°50'46.79"" S 115°55'10.36"" T",
52.01.40051,Pulau Batu Mandik Salat,,"08°50'53.49"" S 115°56'44.43"" T",
52.01.40052,Pulau Batu Mandik Solet,,"08°49'20.21"" S 115°52'19.07"" T",
52.01.40053,Pulau Batu Nunggal,,"08°49'48.96"" S 115°52'50.17"" T",
52.01.40054,Pulau Batu Panggang Beliq,,"08°54'07.86"" S 116°01'10.78"" T",
52.01.40055,Pulau Batu Panggang Kodeq,,"08°54'06.58"" S 116°01'10.12"" T",
52.01.40056,Pulau Batu Panggong Daye,,"08°54'03.46"" S 116°01'03.88"" T",
52.01.40057,Pulau Batu Panggong Lauq,,"08°54'04.78"" S 116°01'04.68"" T",
52.01.40058,Pulau Batu Pekel,,"08°54'02.30"" S 116°01'29.68"" T",
