Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21.03.40109,Pulau Perayun Kecil,,"02°28'35.00"" U 108°59'47.00"" T",TBP
21.03.40110,Pulau Pisang,,"03°57'37.89"" U 107°58'42.57"" T",TBP
21.03.40111,Pulau Pulaulaut,,"04°43'25.00"" U 107°58'50.00"" T",BP
21.03.40112,Pulau Rakittelukdepih,,"03°38'28.00"" U 108°10'55.99"" T",TBP
21.03.40113,Pulau Rumput,,"04°04'44.31"" U 108°16'24.56"" T",TBP
21.03.40114,Pulau Sabangmawang,,"03°36'33.00"" U 108°05'49.99"" T",BP
21.03.40115,Pulau Sahab,,"03°53'53.00"" U 108°22'08.00"" T",TBP
21.03.40116,Pulau Sahi Besar,,"04°03'50.30"" U 108°17'52.54"" T",TBP
21.03.40117,Pulau Sanak,,"04°03'51.40"" U 108°17'58.34"" T",TBP
21.03.40118,Pulau Sebaik,,"04°00'41.00"" U 107°57'15.99"" T",TBP
21.03.40119,Pulau Sebala,,"03°52'58.00"" U 108°22'49.00"" T",TBP
21.03.40120,Pulau Sebetul,,"04°42'11.73"" U 107°55'48.84"" T",TBP (PPKT)
21.03.40121,Pulau Sebiang,,"02°45'45.00"" U 108°52'16.00"" T",BP
21.03.40122,Pulau Sedanau,,"03°47'53.99"" U 108°01'19.99"" T",BP
21.03.40123,Pulau Sededap,,"03°34'26.00"" U 108°02'29.00"" T",BP
21.03.40124,Pulau Sedimin,,"03°23'55.17"" U 107°50'21.10"" T",TBP
21.03.40125,Pulau Sedua,,"04°02'02.00"" U 107°53'58.99"" T",TBP
21.03.40126,Pulau Sedua Besar,,"02°37'32.99"" U 109°08'31.99"" T",TBP
21.03.40127,Pulau Sedua Kecil,,"02°37'18.78"" U 109°08'09.87"" T",TBP
21.03.40128,Pulau Segui,,"02°54'24.00"" U 108°43'27.99"" T",TBP
21.03.40129,Pulau Sekapul,,"04°41'40.99"" U 107°55'18.99"" T",TBP
21.03.40130,Pulau Sekatung,,"04°47'19.57"" U 108°00'44.60"" T",BP (PPKT)
21.03.40131,Pulau Sekumang,,"03°41'17.00"" U 108°04'54.00"" T",TBP
21.03.40132,Pulau Selanglang,,"03°53'33.10"" U 108°22'24.05"" T",TBP
21.03.40133,Pulau Selaut,,"03°53'47.00"" U 107°54'28.00"" T",BP
21.03.40134,Pulau Selentang,,"03°36'20.99"" U 108°02'24.00"" T",BP
21.03.40135,Pulau Selimus,,"04°02'11.00"" U 107°54'48.27"" T",TBP
21.03.40136,Pulau Seluan,,"04°08'04.99"" U 107°51'15.99"" T",BP
21.03.40137,Pulau Semalah,,"03°46'07.00"" U 108°01'44.00"" T",TBP
21.03.40138,Pulau Semarangu,,"04°06'13.00"" U 107°59'38.00"" T",TBP
21.03.40139,Pulau Semarung,,"03°45'24.00"" U 108°07'08.00"" T",TBP
21.03.40140,Pulau Semiun,,"04°30'56.00"" U 107°43'41.00"" T",BP (PPKT)
21.03.40141,Pulau Semorok,,"02°29'39.00"" U 108°59'47.00"" T",TBP
21.03.40142,Pulau Semuluk,,"02°17'35.99"" U 108°53'53.99"" T",TBP
21.03.40143,Pulau Semut,,"02°30'01.00"" U 108°59'13.99"" T",TBP
21.03.40144,Pulau Sengat,,"04°39'42.00"" U 107°58'05.00"" T",TBP
21.03.40145,Pulau Senua,,"04°00'28.00"" U 108°25'01.99"" T",BP (PPKT)
21.03.40146,Pulau Sepadi,,"02°35'25.00"" U 109°09'33.99"" T",TBP
21.03.40147,Pulau Serabung,,"02°30'01.00"" U 108°59'35.00"" T",TBP
21.03.40148,Pulau Serasan,,"02°30'45.00"" U 109°03'33.00"" T",BP
