K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35.78.11.1004,,,,,4Simolawang,,,
35.78.11.1005,,,,,5Tambakrejo,,,
35.78.12,,,,12Pabean Cantian,4,-,,
35.78.12.1001,,,,,1Bongkaran,,,
35.78.12.1002,,,,,2Nyamplungan,,,
35.78.12.1003,,,,,3Krembangan Utara,,,
,,,,,Perak Timur,,,"Penghapusan Kel. Perak Timur, Perda Kota Surabaya No. 2 Tahun
2022 tentang Penggabungan Kelurahan Perak Utara Dan Kelurahan
Perak Timur Pada Kecamatan Pabean Cantian Kota Surabaya"
,,,,,Perak Utara,,,"Penghapusan Kel. Perak Utara, Perda Kota Surabaya No. 2 Tahun
2022 tentang Penggabungan Kelurahan Perak Utara Dan Kelurahan
Perak Timur Pada Kecamatan Pabean Cantian Kota Surabaya"
35.78.12.1006,,,,,4Tanjung Perak,,,"Penggabungan Kelurahan Perak Timur dan Kelurahan Perak Utara
berdasarkan Perda Kota Surabaya No. 2 Tahun 2022 tentang
Penggabungan Kelurahan Perak Utara Dan Kelurahan Perak Timur
Pada Kecamatan Pabean Cantian Kota Surabaya"
35.78.13,,,,13Bubutan,5,-,,
35.78.13.1001,,,,,1Alun-alun Contong,,,
35.78.13.1002,,,,,2Bubutan,,,
35.78.13.1003,,,,,3Gundih,,,
35.78.13.1004,,,,,4Jepara,,,
35.78.13.1005,,,,,5Tembok Dukuh,,,
35.78.14,,,,14Tandes,6,-,,
,,,,,Gedangasin,,,
35.78.14.1002,,,,,1Tandes,,,"Penggabungan 3 Kel (Tandes Lor, Tandes Kidul, Gedang Asin menjadi
Kel. Tandes Perda No. 6/2009"
,,,,,Gadel,,,
,,,,,Tandes Kidul,,,
,,,,,Tubanan,,,
35.78.14.1006,,,,,2Karang Poh,,,"Penggabungan 3 Kel. Karang Poh, Gadel, Tubanan menjadi Kel.
Karang Poh Perda No. 6/2009"
35.78.14.1007,,,,,3Balongsari,,,
,,,,,Bibis,,,
35.78.14.1009,,,,,4Manukan Kulon,,,
,,,,,Buntaran,,,
35.78.14.1011,,,,,5Manukan Wetan,,,"Pengabungan 3 kel. Bibis, Manukan Wetan dan Buntaran Menjadi Kel.
Manukan Wetan Pera No. 6/2009"
35.78.14.1012,,,,,6Banjar Sugihan,,,
35.78.15,,,,15Krembangan,5,-,,
35.78.15.1001,,,,,1Krembangan Selatan,,,
35.78.15.1002,,,,,2Kemayoran,,,
35.78.15.1003,,,,,3Perak Barat,,,
35.78.15.1004,,,,,4Dupak,,,
