K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33,JAWA TENGAH,,,,,,,
33.11,KAB. SUKOHARJO,,,12,17,150,"493,530","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
33.11.01,,,,1Weru,-,13,,
33.11.01.2001,,,,,,1 Grogol,,
33.11.01.2002,,,,,,2 Karangtengah,,
33.11.01.2003,,,,,,3 Karangwuni,,
33.11.01.2004,,,,,,4 Krajan,,
33.11.01.2005,,,,,,5 Jatingarang,,
33.11.01.2006,,,,,,6 Karanganyar,,
33.11.01.2007,,,,,,7 Alasombo,,
33.11.01.2008,,,,,,8 Karangmojo,,
33.11.01.2009,,,,,,9 Weru,,
33.11.01.2010,,,,,,10 Karakan,,
33.11.01.2011,,,,,,11 Tegalsari,,
33.11.01.2012,,,,,,12 Tawang,,
33.11.01.2013,,,,,,13 Ngreco,,
33.11.02,,,,2Bulu,-,12,,
33.11.02.2001,,,,,,1 Sanggang,,
33.11.02.2002,,,,,,2 Kamal,,
33.11.02.2003,,,,,,3 Gentan,,
33.11.02.2004,,,,,,4 Kedungsono,,
33.11.02.2005,,,,,,5 Tiyaran,,
33.11.02.2006,,,,,,6 Karangasem,,
33.11.02.2007,,,,,,7 Bulu,,
33.11.02.2008,,,,,,8 Kunden,,
33.11.02.2009,,,,,,9 Puron,,
33.11.02.2010,,,,,,10 Malangan,,
33.11.02.2011,,,,,,11 Lengking,,
33.11.02.2012,,,,,,12 Ngasinan,,
33.11.03,,,,3Tawangsari,-,12,,
33.11.03.2001,,,,,,1 Pundungrejo,,
33.11.03.2002,,,,,,2 Watubonang,,
33.11.03.2003,,,,,,3 Kedungjambal,,
33.11.03.2004,,,,,,4 Grajegan,,
33.11.03.2005,,,,,,5 Lorog,,
33.11.03.2006,,,,,,6 Kateguhan,,
33.11.03.2007,,,,,,7 Dalangan,,
,,,,,,,,
