K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
18.09.02.2014,,,,,,14 Sidomulyo,,
18.09.02.2015,,,,,,15 Lumbirejo,,"Koreksi nama, ND Rekom No 140/4495/BPD tanggal 29 Juni 2016"
18.09.02.2016,,,,,,16 Tri Rahayu,,
18.09.02.2017,,,,,,17 Bangun Sari,,
18.09.02.2018,,,,,,18 Karang Rejo,,
18.09.02.2019,,,,,,19 Negeri Ulangan Jaya,,
18.09.02.2020,,,,,,20 Pujodadi,,"Pemekaran sebagian wil. Desa Poncokresno, sesuai:
Perda No. 3 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4441/BPD tgl 30 Agustus 2022."
18.09.02.2021,,,,,,21 Grujugan Baru,,"Pemekaran sebagian wil. Desa Roworejo, sesuai:
Perda No. 3 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4441/BPD tgl 30 Agustus 2022."
18.09.03,,,,3Tegineneng,-,16,,Semula wil. Kab. Lampung Selatan
18.09.03.2001,,,,,,1 Bumi Agung,,
18.09.03.2002,,,,,,2 Kejadian,,
18.09.03.2003,,,,,,3 Batang Hari Ogan,,
18.09.03.2004,,,,,,4 Negara Ratu Wates,,"Perbaikan nama sesuai Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
18.09.03.2005,,,,,,5 Gunung Sugih Baru,,
18.09.03.2006,,,,,,6 Gedung Gumanti,,
18.09.03.2007,,,,,,7 Kresno Widodo,,"Koreksi nama, ND Rekom No 140/4495/BPD tanggal 29 Juni 2016"
18.09.03.2008,,,,,,8 Sinarjati,,"Koreksi nama, ND Rekom No 140/4495/BPD tanggal 29 Juni 2016"
18.09.03.2009,,,,,,9 Margo Rejo,,
18.09.03.2010,,,,,,10 Gerning,,
18.09.03.2011,,,,,,11 Panca Bakti,,
18.09.03.2012,,,,,,12 Margo Mulyo,,
18.09.03.2013,,,,,,13 Rejo Agung,,
18.09.03.2014,,,,,,14 Kota Agung,,
18.09.03.2015,,,,,,15 Trimulyo,,
18.09.03.2016,,,,,,16 Sriwedari,,"Pemekaran sebagian Desa Kresnowidodo, Perda No. 6/2012"
18.09.04,,,,4Way Lima,-,16,,Semula wil. Kab. Lampung Selatan
18.09.04.2001,,,,,,1 Padang Manis,,
18.09.04.2002,,,,,,2 Banjar Negeri,,
18.09.04.2003,,,,,,3 Sidodadi,,
18.09.04.2004,,,,,,4 Pekondoh Gedung,,
18.09.04.2005,,,,,,5 Pekondoh,,
18.09.04.2006,,,,,,6 Kota Dalam,,
18.09.04.2007,,,,,,7 Tanjung Agung,,
18.09.04.2008,,,,,,8 Gedong Dalam,,
18.09.04.2009,,,,,,9 Sindang Garut,,
18.09.04.2010,,,,,,10 Baturaja,,"Koreksi nama, ND Rekom No 140/4495/BPD tanggal 29 Juni 2016"
,,,,,,,,
