K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.18.06.2005,,,,,,5 Kayu Besar,,
12.18.07,,,,7Dolok Merawan,-,17,,
12.18.07.2001,,,,,,1 Nagaraja I,,
12.18.07.2002,,,,,,2 Panglong,,
12.18.07.2003,,,,,,3 Bandarawan,,
12.18.07.2004,,,,,,4 Gunung Para II,,
12.18.07.2005,,,,,,5 Limbong,,
12.18.07.2006,,,,,,6 Dolok Merawan,,
12.18.07.2007,,,,,,7 Paritokan,,
12.18.07.2008,,,,,,8 Kalembak,,
12.18.07.2009,,,,,,9 Afd. VI Dolok Ilir,,"Perbaikan nama sesuai Surat Bupati No. 18.1/100/4382/2017 tgl 17 Okt
2017 hal Penyesuaian Kode dan Data Wil Desa/Kelurahan"
12.18.07.2010,,,,,,10 Pabatu I,,
12.18.07.2011,,,,,,11 Afd. VII Dolok Ilir,,
12.18.07.2012,,,,,,12 Pabatu II,,
12.18.07.2013,,,,,,13 Mainu Tengah,,
12.18.07.2014,,,,,,14 Bahdamar,,
12.18.07.2015,,,,,,15 Pabatu III,,
12.18.07.2016,,,,,,16 Pabatu VI,,
12.18.07.2017,,,,,,17 Korajim,,"Perbaikan nama sesuai Surat Bupati No. 18.1/100/4382/2017 tgl 17 Okt
2017 hal Penyesuaian Kode dan Data Wil Desa/Kelurahan"
12.18.08,,,,8Sipispis,-,20,,
12.18.08.2001,,,,,,1 Sipispis,,
12.18.08.2002,,,,,,2 Serbananti,,
12.18.08.2003,,,,,,3 Bartong,,
12.18.08.2004,,,,,,4 Marubun,,
12.18.08.2005,,,,,,5 Pispis,,
12.18.08.2006,,,,,,6 Baja Dolok,,
12.18.08.2007,,,,,,7 Tinokkah,,
12.18.08.2008,,,,,,8 Nagur Pane,,
12.18.08.2009,,,,,,9 Parlambean,,
12.18.08.2010,,,,,,10 Naga Raja,,
12.18.08.2011,,,,,,11 Mariah Nagur,,
12.18.08.2012,,,,,,12 Rimbun,,
12.18.08.2013,,,,,,13 Marjanji,,
12.18.08.2014,,,,,,14 Silau Padang,,
12.18.08.2015,,,,,,15 Buluh Duri,,
12.18.08.2016,,,,,,16 Gunung Monako,,
12.18.08.2017,,,,,,17 Damak Urat,,
12.18.08.2018,,,,,,18 Simalas,,
12.18.08.2019,,,,,,19 Gunung Pane,,
