K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.08.01.2028,,,,,,28 Krueng Lingka Barat,,
11.08.01.2029,,,,,,29 Krueng Lingka Timu,,
11.08.01.2030,,,,,,30 Alue Jamok,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.01.2031,,,,,,31 Alue Bili Geulumpang,,
11.08.01.2032,,,,,,32 Lhok Seutuy,,
11.08.01.2033,,,,,,33 Alue Bili Rayeuk,,
11.08.01.2034,,,,,,34 Keude Menjee IV,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.01.2035,,,,,,35 Glumpang Bungkok,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.01.2036,,,,,,36 Matang Rawa,,
11.08.01.2037,,,,,,37 Glumpang Samlakoe,,
11.08.01.2038,,,,,,38 Arongan Lise,,
11.08.01.2039,,,,,,39 Matang Reudeup,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.01.2040,,,,,,40 Matang Manyam,,
11.08.01.2041,,,,,,41 Matang Ulim,,
11.08.01.2042,,,,,,42 Matang Beuringen,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.01.2043,,,,,,43 Cot Manyang,,
11.08.01.2044,,,,,,44 Alue Ie Tarek,,
11.08.01.2045,,,,,,45 Alue Rambong,,
11.08.01.2046,,,,,,46 Matang Linya,,
11.08.01.2047,,,,,,47 Matang Lawang,,
11.08.01.2048,,,,,,48 Glumpang payong,,
11.08.01.2049,,,,,,49 Mon Sukon,,
11.08.01.2050,,,,,,50 Lueng Bata,,
11.08.01.2051,,,,,,51 Ceumpeudak,,
11.08.01.2052,,,,,,52 Buket Dara Baro,,
11.08.01.2053,,,,,,53 Matang Pineung,,
11.08.01.2054,,,,,,54 Matang Baro,,
11.08.01.2055,,,,,,55 Ujong Dama,,
11.08.01.2056,,,,,,56 Babussalam,,
11.08.01.2057,,,,,,57 Cinta Makmur,,
11.08.02,,,,2Dewantara,-,15,,
,,,,,,,,
