Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
53.09.40027,Pulau Wente,,"08°22'10.11"" S 120°57'06.75"" T",
53.09.40028,Pulau Wire,,"08°24'53.71"" S 121°06'02.47"" T",TBP
53.10,KAB. MANGGARAI,1,,
53.10.40001,Pulau Mules,,"08°53'33.00"" S 120°16'59.00"" T",BP
53.11,KAB. SUMBA TIMUR,78,,
53.11.40001,Nuha Lawahang 1,,"10°04'01.54"" S 120°00'32.58"" T",
53.11.40002,Nuha Lawahang 2,,"10°04'00.72"" S 120°00'29.30"" T",
53.11.40003,Nuha Lawahang 3,,"10°04'00.55"" S 120°00'31.84"" T",
53.11.40004,Nuha Lawahang 4,,"10°03'59.25"" S 120°00'31.25"" T",
53.11.40005,Nuha Lawahang 5,,"10°03'58.79"" S 120°00'30.03"" T",
53.11.40006,Nuha Lawahang 6,,"10°03'56.56"" S 120°00'29.72"" T",
53.11.40007,Nuha Litang,,"09°55'40.89"" S 119°49'40.37"" T",
53.11.40008,Nuha Manu,,"09°55'26.15"" S 119°50'56.95"" T",
53.11.40009,Nuha Pandabar,,"10°18'45.09"" S 120°27'18.17"" T",
53.11.40010,Nuha Pendji,,"09°55'27.27"" S 119°50'55.45"" T",
53.11.40011,Pulau Adupai 1,,"10°13'57.99"" S 120°09'28.90"" T",
53.11.40012,Pulau Adupai 2,,"10°13'58.81"" S 120°09'26.34"" T",
53.11.40013,Pulau Bolakamba,,"09°54'25.99"" S 119°46'01.99"" T",TBP
53.11.40014,Pulau Bolakamba Kecil,,"09°54'25.99"" S 119°46'10.99"" T",TBP
53.11.40015,Pulau Halura,,"10°18'56.00"" S 120°11'44.99"" T",BP
53.11.40016,Pulau Kalonjar 2,,"09°56'57.84"" S 119°52'12.43"" T",
53.11.40017,Pulau Kapaduhumetung,,"09°56'32.25"" S 119°52'02.16"" T",
53.11.40018,Pulau Koatak,,"10°18'51.00"" S 120°09'51.00"" T",TBP
53.11.40019,Pulau La Winu,,"10°07'24.35"" S 120°00'50.62"" T",
53.11.40020,Pulau Lahe,,"10°18'36.10"" S 120°27'26.49"" T",
53.11.40021,Pulau Lawera,,"10°06'08.25"" S 120°00'49.17"" T",
53.11.40022,Pulau Lulu Merau,,"09°57'56.29"" S 119°54'07.02"" T",
53.11.40023,Pulau Manggudu,,"10°19'49.00"" S 120°07'03.00"" T",BP (PPKT)
53.11.40024,Pulau Maranggangga,,"10°07'21.27"" S 120°01'00.45"" T",
53.11.40025,Pulau Masapadaulung,,"09°55'40.69"" S 119°49'59.30"" T",
53.11.40026,Pulau Nuha,,"09°53'35.97"" S 119°45'31.48"" T",TBP
53.11.40027,Pulau Nuhamambulang 1,,"09°55'39.32"" S 119°49'54.86"" T",
53.11.40028,Pulau Nuhamambulang 2,,"09°55'39.02"" S 119°49'56.33"" T",
53.11.40029,Pulau Nuhamanu,,"10°01'00.87"" S 120°50'54.20"" T",TBP
53.11.40030,Pulau Nuhambelar,,"09°54'18.63"" S 119°46'17.60"" T",TBP
53.11.40031,Pulau Palanjara,,"10°11'43.01"" S 120°07'38.43"" T",TBP
53.11.40032,Pulau Panggoro,,"10°19'20.33"" S 120°10'25.19"" T",TBP
53.11.40033,Pulau Panjielu,,"09°55'16.97"" S 119°48'53.05"" T",
53.11.40034,Pulau Pingatu 1,,"10°04'24.66"" S 120°00'48.61"" T",
53.11.40035,Pulau Pingatu 2,,"10°04'31.22"" S 120°00'49.00"" T",
