K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
53.11.14.2003,,,,,,3 Meurumba,,
53.11.14.2004,,,,,,4 Laimbonga,,
53.11.14.2005,,,,,,5 Kota Kawau,,
53.11.14.2006,,,,,,6 Matawai Katingga,,
53.11.14.2007,,,,,,7 Kataka,,
53.11.14.2008,,,,,,8 Matawai Maringgu,,
53.11.14.2009,,,,,,9 Mauramba,,
53.11.15,,,,15Matawai La Pawu,-,6,,
53.11.15.2001,,,,,,1 Prai Bakul,,
53.11.15.2002,,,,,,2 Katikutana,,
53.11.15.2003,,,,,,3 Karipi,,
53.11.15.2004,,,,,,4 Wangga Meti,,
53.11.15.2005,,,,,,5 Katiku Wai,,
53.11.15.2006,,,,,,6 Katiku Luku,,
,,,,,,Mahubokul,,"Menjadi wil. Kec. Kambata Mapambuhang, Perda No. 6/2007"
,,,,,,Laimeta,,"Menjadi wil. Kec. Kambata Mapambuhang, Perda No. 6/2007"
53.11.16,,,,16Kambera,7,1,,Perda No. 6/2007
53.11.16.1001,,,,,1Wangga,,,Semula wil. Kec. Kota Waingapu
53.11.16.1002,,,,,2Prailiu,,,Semula wil. Kec. Kota Waingapu
53.11.16.1003,,,,,3Kambaniru,,,Semula wil. Kec. Kota Waingapu
53.11.16.1004,,,,,4Mauliru,,,Semula wil. Kec. Kota Waingapu
53.11.16.1005,,,,,5Mau Hau,,,Semula wil. Kec. Kota Waingapu
53.11.16.1006,,,,,6Malumbi,,,Semula wil. Kec. Kota Waingapu
53.11.16.1007,,,,,7Lambanapu,,,Semula wil. Kec. Kota Waingapu
53.11.16.2008,,,,,,1 Kiritana,,Semula wil. Kec. Pandawai
53.11.17,,,,"17Kambata
Mapambuhang",-,6,,Perda No. 6/2007
53.11.17.2001,,,,,,1 Lukuwingir,,Semula wil. Kec. Pandawai
53.11.17.2002,,,,,,2 Waimbidi,,Semula wil. Kec. Pandawai
53.11.17.2003,,,,,,3 Laimeta,,Semula wil. Kec. Matawai La Pawu
53.11.17.2004,,,,,,4 Mahubokul,,Semula wil. Kec. Matawai La Pawu
53.11.17.2005,,,,,,5 Marada Mundi,,Perda No. 6/2007
53.11.17.2006,,,,,,6 Maidang,,Semula wil. Kec. Tabundung
53.11.18,,,,18Lewa Tidahu,-,6,,Perda No. 19/2007
53.11.18.2001,,,,,,1 Watumbelar,,Semula wil. Kec. Lewa
53.11.18.2002,,,,,,2 Bidipraing,,Perda No. 19/2007
53.11.18.2003,,,,,,3 Umamanu,,Semula wil. Kec. Lewa
53.11.18.2004,,,,,,4 Mondulambi,,Semula wil. Kec. Lewa
53.11.18.2005,,,,,,5 Kangeli,,Semula wil. Kec. Lewa
53.11.18.2006,,,,,,6 Laihau,,Semula wil. Kec. Lewa
,,,,,,,,
