K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
61.05.03.2008,,,,,,8 Ensabang,,
61.05.03.2009,,,,,,9 Mait Hilir,,
61.05.03.2010,,,,,,10 Sekujam Timbai,,
61.05.03.2011,,,,,,11 Semuntai,,
61.05.03.2012,,,,,,12 Sirang Setambang,,
61.05.03.2013,,,,,,13 Nanga Libau,,
61.05.03.2014,,,,,,14 Bernayau,,
61.05.03.2015,,,,,,15 Sinar Pekayau,,
61.05.03.2016,,,,,,16 Nanga Pari,,
61.05.03.2017,,,,,,17 Buluh Kuning,,Perda No. 12/2007
61.05.03.2018,,,,,,18 Temawang Muntai,,Perda No. 12/2007
61.05.03.2019,,,,,,19 Tawang Sari,,Perda No. 12/2007
61.05.03.2020,,,,,,20 Gernis Jaya,,Perda No. 12/2007
61.05.03.2021,,,,,,21 Paoh Benua,,Perda No. 12/2007
61.05.03.2022,,,,,,22 Bedayan,,Perda No. 12/2007
61.05.03.2023,,,,,,23 Tanjung Hulu,,Perda No. 12/2007
61.05.03.2024,,,,,,24 Sungai Raya,,Perda No. 12/2007
61.05.03.2025,,,,,,25 Landau Panjang,,Perda No. 12/2007
61.05.03.2026,,,,,,26 Bangun,,Perda No. 12/2007
61.05.03.2027,,,,,,27 Sukau Bersatu,,Perda No. 12/2007
61.05.03.2028,,,,,,28 Kemantan,,Perda No. 12/2007
61.05.03.2029,,,,,,29 Peninsung,,Perda No. 12/2007
61.05.03.2030,,,,,,30 Sepulut,,Perda No. 12/2007
61.05.03.2031,,,,,,31 Temawang Bulai,,Perda No. 12/2007
61.05.03.2032,,,,,,32 Sungai Segak,,Perda No. 12/2007
61.05.03.2033,,,,,,33 Tanjung Balai,,Perda No. 12/2007
61.05.03.2034,,,,,,34 Sinar Harapan,,"Pemekaran sebagian wil Desa Kenyauk, Perda No. 12/2011, Surat
Gub No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.03.2035,,,,,,35 Riam Kempadik,,"Pemekaran sebagian wil Desa Sekujam Timbai, Perda No. 12/2011,
Surat Gub No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.03.2036,,,,,,36 Nanga Layung,,"Pemekaran sebagian wil Desa Sekujam Timbai, Perda No. 12/2011,
Surat Gub No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.03.2037,,,,,,37 Limau Bakti,,"Pemekaran sebagian wil Desa Sinar Pekayau, Perda No. 12/2011"
61.05.03.2038,,,,,,38 Tanjung Mawang,,"Pemekaran sebagian wil Desa Sinar Pekayau, Perda No. 12/2011"
,,,,,,Bungkong Baru,,Menunggu penegasan batas antara Kab. Sintang dan sekitarnya
61.05.03.2040,,,,,,39 Sungai Jaung,,"Pemekaran sebagian wil Desa Ensabang, Perda No. 12/2011, Surat
Gub No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.04,,,,4Ketungau Hilir,-,24,,
61.05.04.2001,,,,,,1 Nanga Ketungau,,
61.05.04.2002,,,,,,2 Setungkup,,
,,,,,,Kenisak Jaya,,"Perubahan Nama Desa Kenisak Jaya menjadi Kenuak Perda No
15/2007"
