NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,73.08.14,14 Ulaweng,,,,,1,14,,,
,73.08.15,15 Palakka,,,,,,15,,,
,73.08.16,16 Awangpone,,,,,1,17,,,
,73.08.17,17 Tellu Siattinge,,,,,2,15,,,
,73.08.18,18 Ajangale,,,,,2,12,,,
,73.08.19,19 Dua Boccoe,,,,,1,21,,,
,73.08.20,20 Cenrana,,,,,1,15,,,
,73.08.21,21 Tanete Riattang,,,,,8,,,,
,73.08.22,22 Tanete Riattang Barat,,,,,8,,,,
,73.08.23,23 Tanete Riattang Timur,,,,,8,,,,
,73.08.24,24 Amali,,,,,1,14,,,
,73.08.25,25 Tellulimpoe,,,,,,11,,,
,73.08.26,26 Bengo,,,,,,9,,,
,73.08.27,27 Patimpeng,,,,,,10,,,
,73.09,9 KAB. MAROS,Maros,,,14,23,80,1.443,389.580,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,73.09.01,1 Mandai,,,,,2,4,,,
,73.09.02,2 Camba,,,,,2,6,,,
,73.09.03,3 Bantimurung,,,,,2,6,,,
,73.09.04,4 Maros Baru,,,,,3,4,,,
,73.09.05,5 Bontoa,,,,,1,8,,,
,73.09.06,6 Malllawa,,,,,1,10,,,
,73.09.07,7 Tanralili,,,,,1,7,,,
,73.09.08,8 Marusu,,,,,,7,,,
,73.09.09,9 Simbang,,,,,,6,,,
,73.09.10,10 Cenrana,,,,,,7,,,
,73.09.11,11 Tompobulu,,,,,,8,,,
,73.09.12,12 Lau,,,,,4,2,,,
,73.09.13,13 Moncongloe,,,,,,5,,,"Perbaikan nama kec. semula Moncong Loe menjadi Moncongloe,
sesuai:
Perda No. 5 Tahun 2012; dan
Surat Sekda Prov. Sulsel No. 146.4/5036/DPMD tgl 30 Mei 2022."
,73.09.14,14 Turikale,,,,,7,,,,
