K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33,JAWA TENGAH,,,,,,,
33.74,KOTA SEMARANG,,,16,177,0,"370,003","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
33.74.01,,,,1Semarang Tengah,15,-,,
33.74.01.1001,,,,,1Miroto,,,
33.74.01.1002,,,,,2Brumbungan,,,
33.74.01.1003,,,,,3Jagalan,,,
33.74.01.1004,,,,,4Kranggan,,,
33.74.01.1005,,,,,5Gabahan,,,
33.74.01.1006,,,,,6Kembangsari,,,
33.74.01.1007,,,,,7Sekayu,,,
33.74.01.1008,,,,,8Pandansari,,,
33.74.01.1009,,,,,9Bangunharjo,,,
33.74.01.1010,,,,,10Kauman,,,
33.74.01.1011,,,,,11Purwodinatan,,,
33.74.01.1012,,,,,12Karang Kidul,,,
33.74.01.1013,,,,,13Pekunden,,,
33.74.01.1014,,,,,14Pindrikan Kidul,,,
33.74.01.1015,,,,,15Pindrikan Lor,,,
33.74.02,,,,2Semarang Utara,9,-,,
33.74.02.1001,,,,,1Bandarharjo,,,
33.74.02.1002,,,,,2Bulu Lor,,,
33.74.02.1003,,,,,3Plombokan,,,
33.74.02.1004,,,,,4Purwosari,,,
33.74.02.1005,,,,,5Kuningan,,,
33.74.02.1006,,,,,6Panggung Lor,,,
33.74.02.1007,,,,,7Panggung Kidul,,,
33.74.02.1008,,,,,8Tanjung Mas,,,
33.74.02.1009,,,,,9Dadapsari,,,
33.74.03,,,,3Semarang Timur,10,-,,
33.74.03.1001,,,,,1Kemijen,,,
33.74.03.1002,,,,,2Rejomulyo,,,Koreksi nama.
33.74.03.1003,,,,,3Mlatibaru,,,
33.74.03.1004,,,,,4Kebonagung,,,
33.74.03.1005,,,,,5Mlatiharjo,,,
33.74.03.1006,,,,,6Bugangan,,,
33.74.03.1007,,,,,7Sarirejo,,,
33.74.03.1008,,,,,8Rejosari,,,
,,,,,,,,
