K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Sidang Iso Mukti,,
,,,,,,Sidang Kurnia Agung,,
,,,,,,Telogo Rejo,,
,,,,,,Sidang Gunung Tiga,,
,,,,Lambu Kibang,,,,"Menjadi wil. Kab. Tulang Bawang Barat, UU No. 50/2008"
,,,,,,Kibang Budi Jaya,,
,,,,,,Lesung Bhakti Jaya,,
,,,,,,Mekar Sari Jaya,,
,,,,,,Pagar Jaya,,
,,,,,,Gunung Sari,,
,,,,,,Sumber Rejo,,
,,,,,,Kibang Yekti Jaya,,
,,,,,,Kibang Tri Jaya,,
,,,,,,Agung Jaya,,"Menjadi wil. Kec. Way Kenanga, Perda No. 7/2005"
,,,,,,Mercu Buana,,"Menjadi wil. Kec. Way Kenanga, Perda No. 7/2005"
,,,,,,Balam Jaya,,"Menjadi wil. Kec. Way Kenanga, Perda No. 7/2005"
,,,,,,Pagar Buana,,"Menjadi wil. Kec. Way Kenanga, Perda No. 7/2005"
,,,,,,Indraloka I,,"Menjadi wil. Kec. Way Kenanga, Perda No. 7/2005"
,,,,,,Indraloka II,,"Menjadi wil. Kec. Way Kenanga, Perda No. 7/2005"
,,,,,,"Gilang Tunggal
Makarta",,Perda No. 23/2008
,,,,Tumijajar,,,,"Menjadi wil. Kab. Tulang Bawang Barat, UU No. 50/2008"
,,,,,Daya Murni,,,"Menjadi Kel., Perda No. 8/2005"
,,,,,,Daya Sakti,,
,,,,,,Margo Mulyo,,
,,,,,,Makarti,,
,,,,,,Gunung Menanti,,
,,,,,,Daya Asri,,
,,,,,,Murni Jaya,,
,,,,,,Sumber Rejo,,
,,,,,,Margo Dadi,,
,,,,,,Gunung Timbul,,
,,,,Pagar Dewa,,,,"Perda No. 4/2004, Menjadi wil. Kab. Tulang Bawang Barat, UU No.
50/2008"
,,,,,,Pagar Dewa,,Semula wil. Kec. Tulang Bawang Tengah
,,,,,,Pagar D. Sukamulya,,Semula wil. Kec. Tulang Bawang Tengah
,,,,,,Cahyou Randu,,Semula wil. Kec. Tulang Bawang Tengah
,,,,,,Bujung Dewa,,Semula wil. Kec. Tulang Bawang Tengah
,,,,,,Bujung Sari Marga,,Semula wil. Kec. Tulang Bawang Tengah
18.05.18,,,,7Rawa Jitu Timur,-,8,,
,,,,,,,,
