K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33,JAWA TENGAH,,,,,,,
33.26,KAB. PEKALONGAN,,,19,13,272,"892,914","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
33.26.01,,,,1Kandangserang,-,14,,
33.26.01.2001,,,,,,1 Klesem,,
33.26.01.2002,,,,,,2 Bodas,,
33.26.01.2003,,,,,,3 Sukoharjo,,
33.26.01.2004,,,,,,4 Gembong,,
33.26.01.2005,,,,,,5 Garungwiyoro,,
33.26.01.2006,,,,,,6 Bojongkoneng,,
33.26.01.2007,,,,,,7 Bubak,,
33.26.01.2008,,,,,,8 Wangkelang,,
33.26.01.2009,,,,,,9 Kandangserang,,
33.26.01.2010,,,,,,10 Luragung,,
33.26.01.2011,,,,,,11 Lambur,,
33.26.01.2012,,,,,,12 Tajur,,
33.26.01.2013,,,,,,13 Trajumas,,pemekaran sebagian desa Sukoharjo Perda No. 6/2009
33.26.01.2014,,,,,,14 Karanggondang,,pemekaran sebagian desa Sukoharjo Perda No. 6/2009
33.26.02,,,,2Paninggaran,-,15,,
33.26.02.2001,,,,,,1 Werdi,,
33.26.02.2002,,,,,,2 Winduaji,,
33.26.02.2003,,,,,,3 Krandegan,,
33.26.02.2004,,,,,,4 Lumeneng,,
33.26.02.2005,,,,,,5 Tangeran,,
33.26.02.2006,,,,,,6 Kaliboja,,
33.26.02.2007,,,,,,7 Kaliombo,,
33.26.02.2008,,,,,,8 Botosari,,
33.26.02.2009,,,,,,9 Sawangan,,
33.26.02.2010,,,,,,10 Paninggaran,,
33.26.02.2011,,,,,,11 Domiyang,,
33.26.02.2012,,,,,,12 Notogiwang,,
33.26.02.2013,,,,,,13 Lambanggelun,,
33.26.02.2014,,,,,,14 Tenogo,,
33.26.02.2015,,,,,,15 Bedagung,,
33.26.03,,,,3Lebakbarang,-,11,,
33.26.03.2001,,,,,,1 Tembelangunung,,
33.26.03.2002,,,,,,2 Pamutuh,,
33.26.03.2003,,,,,,3 Depok,,
,,,,,,,,
