K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
53,NUSA TENGGARA TIMUR,,,,,,,
53.15,KAB. MANGGARAI BARAT,,,12,5,164,"3.128,997","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
53.15.01,,,,1Macang Pacar,-,13,,
53.15.01.2001,,,,,,1 Bari,,
53.15.01.2002,,,,,,2 Rokap,,
53.15.01.2003,,,,,,3 Mbakung,,
53.15.01.2004,,,,,,4 Nggilat,,
53.15.01.2005,,,,,,5 Rego,,
53.15.01.2006,,,,,,6 Wontong,,
53.15.01.2007,,,,,,7 Raba,,
53.15.01.2008,,,,,,8 Nanga Kantor,,
,,,,,,Kombo,,Menjadi wil Kec Pacar Perda 14/2017
,,,,,,Pacar,,Menjadi wil Kec Pacar Perda 14/2017
,,,,,,Golo Lajang,,Menjadi wil Kec Pacar Perda 14/2017
,,,,,,Compang,,Menjadi wil Kec Pacar Perda 14/2017
,,,,,,Loha,,Menjadi wil Kec Pacar Perda 14/2017
53.15.01.2014,,,,,,9 Watubaru,,Pemekaran desa Wontong Perda No. 10/2011
53.15.01.2015,,,,,,10 Lewat,,Pemekaran desa Wontong Perda No. 10/2011
53.15.01.2016,,,,,,11 Watu Manggar,,Pemekaran desa Rego Perda No. 10/2011
,,,,,,Romang,,Menjadi wil Kec Pacar Perda 14/2017
,,,,,,Manong,,Menjadi wil Kec Pacar Perda 14/2017
,,,,,,Benteng Ndope,,Menjadi wil Kec Pacar Perda 14/2017
,,,,,,Kombo Tengah,,Menjadi wil Kec Pacar Perda 14/2017
,,,,,,Kombo Selatan,,Menjadi wil Kec Pacar Perda 14/2017
,,,,,,Golo Lajang Barat,,Menjadi wil Kec Pacar Perda 14/2017
,,,,,,Waka,,Menjadi wil Kec Pacar Perda 14/2017
,,,,,,Pong Kolong,,Menjadi wil Kec Pacar Perda 14/2017
53.15.01.2025,,,,,,12 Sarae Naru,,Pemekaran desa Bari Perda No. 10/2011
53.15.01.2026,,,,,,13 Nanga Kantor Barat,,Pemekaran desa Nanga Kantor Perda No. 10/2011
53.15.02,,,,2Kuwus,2,10,,
,,,,,,Kolang,,Menjadi wil Kec Kuwus Barat Perda 15/2017
53.15.02.2002,,,,,,1 Coal,,
,,,,,,Golo Riwu,,Menjadi wil Kec Kuwus Barat Perda 15/2017
53.15.02.2004,,,,,,2 Pangga,,
,,,,,,Wae Buka,,Menjadi wil. Kec. Ndoso Perda No. 5/2011
,,,,,,Golo Poleng,,Menjadi wil. Kec. Ndoso Perda No. 5/2011
,,,,,,Tentang,,Menjadi wil. Kec. Ndoso Perda No. 5/2011
,,,,,,,,
