K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
13.05.16.2001,,,,,,1 Sungai Durian,,
13.05.16.2002,,,,,,2 Tandikek,,
13.05.16.2003,,,,,,3 Tandikek Utara,,"Pemekaran sebagian Desa Tandikek, Perda No. 13/2010"
13.05.16.2004,,,,,,4 Tandikek Selatan,,"Pemekaran sebagian wil Desa Tandikek, Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.16.2005,,,,,,5 Tandikek Barat,,"Pemekaran sebagian wil Desa Tandikek, Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.16.2006,,,,,,"6 Kampuang Tanjuang
Koto Mambang
Sungai Durian",,"Pemekaran sebagian wil Desa Sungai Durian, Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.17,,,,17Enam Lingkung,-,5,,
13.05.17.2001,,,,,,1 Pakandangan,,
13.05.17.2002,,,,,,2 Koto Tinggi,,
13.05.17.2003,,,,,,3 Toboh Ketek,,
13.05.17.2004,,,,,,4 Parit Malintang,,
13.05.17.2005,,,,,,5 Gadur,,Perda No. 2/2002
