Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
72.06.40129,Pulau Nyamuk,,"02°52'22.51"" S 122°13'55.07"" T",
72.06.40130,Pulau Olohatu,,"03°06'56.00"" S 122°34'34.00"" T",TBP
72.06.40131,Pulau Paadar,,"03°14'17.86"" S 122°21'45.15"" T",TBP
72.06.40132,Pulau Padabale,,"03°01'43.16"" S 122°21'18.95"" T",BP
72.06.40133,Pulau Padei Darat,,"03°31'10.99"" S 123°04'21.00"" T",BP
72.06.40134,Pulau Padei Laut,,"03°32'51.00"" S 123°02'24.00"" T",BP
72.06.40135,Pulau Padopado,,"03°00'38.00"" S 122°20'16.00"" T",BP
72.06.40136,Pulau Paku,,"03°02'38.00"" S 122°24'25.99"" T",BP
72.06.40137,Pulau Pakuburan,,"03°03'31.00"" S 122°28'50.99"" T",TBP
72.06.40138,Pulau Pakuburan Panimbawang,,"03°05'43.00"" S 122°31'27.99"" T",TBP
72.06.40139,Pulau Pancoh Didikki,,"03°08'03.52"" S 122°37'26.09"" T",
72.06.40140,Pulau Pancoh Tingnga,,"03°07'59.74"" S 122°37'27.49"" T",
72.06.40141,Pulau Panda,,"03°17'47.00"" S 122°22'49.00"" T",TBP
72.06.40143,Pulau Panimbawang,,"03°03'32.00"" S 122°31'10.99"" T",BP
72.06.40145,Pulau Parindang Dua,,"03°07'00.40"" S 122°35'27.70"" T",
72.06.40146,Pulau Parindang Tullu,,"03°07'00.44"" S 122°35'29.01"" T",
72.06.40147,Pulau Pekuburan,,"03°20'24.00"" S 122°23'31.99"" T",TBP
72.06.40148,Pulau Pekuburan,,"03°16'19.77"" S 122°23'54.25"" T",
72.06.40149,Pulau Pekuburan Selatan,,"03°20'30.32"" S 122°23'30.55"" T",
72.06.40150,Pulau Pembantaian,,"03°14'21.99"" S 122°20'16.00"" T",TBP
72.06.40151,Pulau Pemoaya,,"03°13'37.99"" S 122°21'59.00"" T",TBP
72.06.40154,Pulau Polo,,"02°52'51.87"" S 122°12'17.34"" T",
72.06.40155,Pulau Ponggori,,"03°16'13.29"" S 122°23'51.64"" T",
72.06.40156,Pulau Potea,,"02°52'21.67"" S 122°13'52.81"" T",
72.06.40157,Pulau Potea Kecil,,"02°52'21.55"" S 122°13'57.32"" T",
72.06.40158,Pulau Poteang,,"03°16'09.00"" S 122°26'16.00"" T",TBP
72.06.40159,Pulau Poteng Besar,,"03°16'11.84"" S 122°23'52.97"" T",
72.06.40160,Pulau Poteng Kecil,,"03°16'12.34"" S 122°23'54.79"" T",
72.06.40161,Pulau Rajagunung,,"03°03'15.99"" S 122°30'06.99"" T",TBP
72.06.40162,Pulau Rejeki,,"03°15'26.01"" S 122°22'46.94"" T",TBP
72.06.40164,Pulau Sainoa,,"03°07'39.00"" S 122°36'42.00"" T",BP
72.06.40165,Pulau Sainoamadilau,,"03°07'48.20"" S 122°36'29.31"" T",TBP
72.06.40166,Pulau Samarengga,,"03°23'12.00"" S 122°49'01.99"" T",BP
72.06.40167,Pulau Sapaboinang,,"03°04'05.00"" S 122°26'17.00"" T",TBP
72.06.40168,Pulau Sartina,,"03°16'26.00"" S 122°23'49.99"" T",TBP
72.06.40169,Pulau Saubane,,"03°05'03.00"" S 122°31'59.99"" T",TBP
72.06.40170,Pulau Sekaka,,"03°17'57.00"" S 122°22'36.00"" T",TBP
72.06.40171,Pulau Sekaka Taha,,"03°17'54.31"" S 122°22'38.94"" T",
72.06.40172,Pulau Senomadilau,,"03°08'15.15"" S 122°37'19.84"" T",TBP
72.06.40173,Pulau Serebingko,,"03°07'52.00"" S 122°37'36.00"" T",TBP
