K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35.07.23.2004,,,,,,4 Ngijo,,
35.07.23.2005,,,,,,5 Ampeldento,,
35.07.23.2006,,,,,,6 Girimoyo,,
35.07.23.2007,,,,,,7 Bocek,,
35.07.23.2008,,,,,,8 Donowarih,,"Koreksi nama, Perbub no 35/2015"
35.07.23.2009,,,,,,9 Tawangargo,,
35.07.24,,,,24Singosari,3,14,,
35.07.24.2001,,,,,,1 Wonorejo,,
35.07.24.2002,,,,,,2 Dengkol,,
35.07.24.2003,,,,,,3 Baturetno,,
35.07.24.2004,,,,,,4 Watugede,,
35.07.24.2005,,,,,,5 Banjararum,,
35.07.24.2006,,,,,,6 Tunjungtirto,,"Koreksi nama, Sur Bup No 141/334/35.07.012/2016"
35.07.24.2007,,,,,,7 Langlang,,"perbaikan nama dari Lang - Lang menjadi Langlang,Koreksi nama, Sur
Bup No 141/334/35.07.012/2016,Surat Sekda kab malang no
100/2892/35.07.011/2021 tgl 6 april 2021"
35.07.24.2008,,,,,,8 Purwoasri,,
35.07.24.2009,,,,,,9 Klampok,,
35.07.24.2010,,,,,,10 Gunungrejo,,
35.07.24.1011,,,,,1Pagentan,,,"Perubahan status Srt Bupati Malang 180/407/421.013/2015 tgl 8 April
2015"
35.07.24.2012,,,,,,11 Tamanharjo,,"Perubahan status Kel mjd Desa , Srt Bupati Malang no
180/407/421.013/2015 tgl 8 April 2015 (Rekom Pemdes 2016). koreksi
nama desa Rekom Pemdes No145/1820/SET tgl 15 nov 2018, Srt Prov
no 411.2/2369/2018.
Perbaikan nama desa semula Tamanhardjo menjadi Tamanharjo sesuai
Surat Sekda Kab. Malang No. 100/2892/35.07.011/2021."
35.07.24.2013,,,,,,12 Ardimulyo,,
35.07.24.1014,,,,,2Losari,,,"Perubahan status Srt Bupati Malang 180/407/421.013/2015 tgl 8 April
2015"
35.07.24.1015,,,,,3Candirenggo,,,
35.07.24.2016,,,,,,13 Toyomarto,,"Perubahan status Kel mjd Desa , Srt Bupati Malang no
180/407/421.013/2015 tgl 8 April 2015 (Rekom Pemdes 2016)"
35.07.24.2017,,,,,,14 Randuagung,,"Koreksi nama, Perbub no 35/2015"
35.07.25,,,,25Lawang,2,10,,
35.07.25.2001,,,,,,1 Sidoluhur,,
35.07.25.2002,,,,,,2 Srigading,,
35.07.25.2003,,,,,,3 Sidodadi,,
35.07.25.2004,,,,,,4 Bedali,,
35.07.25.1005,,,,,1Kalirejo,,,
35.07.25.2006,,,,,,5 Mulyoarjo,,
35.07.25.2007,,,,,,6 Sumberngepoh,,"Koreksi nama, Sur Bup No 141/334/35.07.012/2016"
35.07.25.2008,,,,,,7 Sumberporong,,
