K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
92,PAPUA BARAT,,,,,,,
92.02,KAB. MANOKWARI,,,9,9,164,"2.763,018","Luas Wilayah Indikatif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,,,,Manokwari,,,,Mekar Menjadi Empat Kecamatan
,,,,,Manokwari Barat,,,"Menjadi wil. Kec. Manokwari Barat, Perda No. 7/2002"
,,,,,Sanggeng,,,"Menjadi wil. Kec. Manokwari Barat, Perda No. 7/2002"
,,,,,Wosi,,,"Menjadi wil. Kec. Manokwari Barat, Perda No. 7/2002"
,,,,,Amban,,,"Menjadi wil. Kec. Manokwari Barat, Perda No. 7/2002"
,,,,,Padarni,,,"Menjadi wil. Kec. Manokwari Barat, Perda No. 7/2002"
,,,,,Manokwari Timur,,,"Menjadi wil. Kec. Manokwari Barat, Perda No. 7/2002"
,,,,,Pasir Putih,,,"Menjadi wil. Kec. Manokwari Timur, Perda No. 7/2002"
,,,,,Sowi,,,"Menjadi wil. Kec. Manokwari Selatan, Perda No. 7/2002"
,,,,,Anday,,,"Menjadi wil. Kec. Manokwari Selatan, Perda No. 7/2002"
,,,,,,Udopi,,"Menjadi wil. Kec. Manokwari Barat, Perda No. 7/2002"
,,,,,,Inggramui,,"Menjadi wil. Kec. Manokwari Barat, Perda No. 7/2002"
,,,,,,Soribo,,"Menjadi wil. Kec. Manokwari Barat, Perda No. 7/2002"
,,,,,,Biniraw,,"Menjadi wil. Kec. Manokwari Barat, Perda No. 7/2002"
,,,,,,Mansinam,,"Menjadi wil. Kec. Manokwari Timur, Perda No. 7/2002"
,,,,,,Ayambori,,"Menjadi wil. Kec. Manokwari Timur, Perda No. 7/2002"
,,,,,,Bakaro,,"Menjadi wil. Kec. Manokwari Timur, Perda No. 7/2002"
,,,,,,Arowi,,"Menjadi wil. Kec. Manokwari Timur, Perda No. 7/2002"
,,,,,,Aipiri,,"Menjadi wil. Kec. Manokwari Timur, Perda No. 7/2002"
,,,,,,Susweni,,"Menjadi wil. Kec. Manokwari Timur, Perda No. 7/2002"
,,,,,,Yoom I,,"Menjadi wil. Kec. Manokwari Utara, Perda No. 7/2002"
,,,,,,Mandopi,,"Menjadi wil. Kec. Manokwari Utara, Perda No. 7/2002"
,,,,,,Mubri,,"Menjadi wil. Kec. Manokwari Utara, Perda No. 7/2002"
,,,,,,Yoom II,,"Menjadi wil. Kec. Manokwari Utara, Perda No. 7/2002"
,,,,,,Teluk Mubri,,"Menjadi wil. Kec. Manokwari Utara, Perda No. 7/2002"
,,,,,,Meyes,,"Menjadi wil. Kec. Manokwari Utara, Perda No. 7/2002"
,,,,,,Bremi,,"Menjadi wil. Kec. Manokwari Utara, Perda No. 7/2002"
,,,,,,Saubeba,,"Menjadi wil. Kec. Manokwari Utara, Perda No. 7/2002"
,,,,,,Pami,,"Menjadi wil. Kec. Manokwari Utara, Perda No. 7/2002"
,,,,,,Warbefor,,"Menjadi wil. Kec. Manokwari Utara, Perda No. 7/2002"
,,,,,,Asai,,"Menjadi wil. Kec. Manokwari Utara, Perda No. 7/2002"
,,,,,,Inya,,"Menjadi wil. Kec. Manokwari Utara, Perda No. 7/2002"
,,,,,,Meyunfoka,,"Menjadi wil. Kec. Manokwari Utara, Perda No. 7/2002"
,,,,,,Tanah Rubu,,"Menjadi wil. Kec. Manokwari Utara, Perda No. 7/2002"
,,,,,,Sayro,,"Menjadi wil. Kec. Manokwari Utara, Perda No. 7/2002"
,,,,,,,,
