K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
13,SUMATERA BARAT,,,,,,,
13.12,KAB. PASAMAN BARAT,,,11,0,90,"3.852,993","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
13.12.01,,,,1Sungai Beremas,-,1,,"perbaikan nama dari Sungaiberemas menjadi Sungai Beremas,surat
Gubernur Sumatera Barat No 120/223/PEM-2021 tgl 19 April
2021,surat Bupati Pasaman No 130/133/PEM 2021 tgl 31 Maret
2021,Perda Kab Pasaman Barat No 21 Tahun 2016"
13.12.01.2001,,,,,,1 Aia Bangih,,"Perubahan nama dari Desa Air Bangih, Perda No. 5/2011"
,,,,,,Parik,,Menjadi wil. Kec. Koto Balingka
13.12.02,,,,2Lembah Melintang,-,9,,
13.12.02.2001,,,,,,1 Ujung Gading,,
,,,,,,Sungai Aur,,Menjadi will. Kec Sungai Aur
13.12.02.2002,,,,,,"2 Brastagi Ujung
Gading",,"Pemekaran sebagian wil. Nagari Ujung Gading, sesuai:
Perda No. 6 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146.1/6085/BPD tgl 9 Desember 2021."
13.12.02.2003,,,,,,"3 Tampus Damai Ujung
Gading",,"Pemekaran sebagian wil. Nagari Ujung Gading, sesuai:
Perda No. 6 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146.1/6085/BPD tgl 9 Desember 2021."
13.12.02.2004,,,,,,"4 Taluak Ambun Ujung
Gading",,"Pemekaran sebagian wil. Nagari Ujung Gading, sesuai:
Perda No. 6 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146.1/6085/BPD tgl 9 Desember 2021."
13.12.02.2005,,,,,,"5 Koto Gunung Ujung
Gading",,"Pemekaran sebagian wil. Nagari Ujung Gading, sesuai:
Perda No. 6 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146.1/6085/BPD tgl 9 Desember 2021."
13.12.02.2006,,,,,,"6 Koto Sawah Ujung
Gading",,"Pemekaran sebagian wil. Nagari Ujung Gading, sesuai:
Perda No. 6 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146.1/6085/BPD tgl 9 Desember 2021."
13.12.02.2007,,,,,,"7 Salido Saroha Ujung
Gading",,"Pemekaran sebagian wil. Nagari Ujung Gading, sesuai:
Perda No. 6 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146.1/6085/BPD tgl 9 Desember 2021."
13.12.02.2008,,,,,,"8 Kuamang Alai Ujung
Gading",,"Pemekaran sebagian wil. Nagari Ujung Gading, sesuai:
Perda No. 6 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146.1/6085/BPD tgl 9 Desember 2021."
13.12.02.2009,,,,,,9 Situak Ujung Gading,,"Pemekaran sebagian wil. Nagari Ujung Gading, sesuai:
Perda No. 6 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146.1/6085/BPD tgl 9 Desember 2021."
13.12.03,,,,3Pasaman,-,16,,
,,,,,,Koto Baru,,Menjadi wil. Kec. Luhak Nan Duo
,,,,,,Sasak,,Menjadi wil. Kec. Sasak Ranah Pesisir
13.12.03.2003,,,,,,1 Lingkuang Aua,,
13.12.03.2004,,,,,,2 Aua Kuniang,,"Perubahan nama dari Desa Aur Kuning, Perda No. 5/2011"
,,,,,,Kapar,,Menjadi wil. Kec. Luhak Nan Duo
13.12.03.2006,,,,,,3 Aia Gadang,,"Perubahan nama dari Desa Air Gadang, Perda No. 5/2011"
,,,,,,,,
