K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
94,PAPUA TENGAH,,,,,,,
94.01,KAB. NABIRE,,,15,9,72,"11.806,088","Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
94.01.01,,,,1Nabire,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.01.01.1001,,,,,1Wonorejo,,,
94.01.01.1002,,,,,2Kali Bobo,,,
94.01.01.1003,,,,,3Morgo,,,
94.01.01.1004,,,,,4Girimulyo,,,
94.01.01.1005,,,,,5Karang Tumaritis,,,
94.01.01.1006,,,,,6Oyehe,,,
94.01.01.1007,,,,,7Karang Mulia,,,
94.01.01.1008,,,,,8Nabarua,,,
94.01.01.1009,,,,,9Siriwini,,,
94.01.01.2010,,,,,,1 Kalisusu,,
94.01.01.2011,,,,,,2 Kali Harapan,,
94.01.01.2012,,,,,,3 Sanoba,,
94.01.02,,,,2Napan,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.01.02.2001,,,,,,1 Napan,,-
94.01.02.2002,,,,,,2 Masipawa,,-
94.01.02.2003,,,,,,3 Weinami,,
94.01.03,,,,3Yaur,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,,,,,Sima,,
94.01.03.2001,,,,,,1 Yaur,,
94.01.03.2002,,,,,,2 Akudiomi,,
94.01.03.2003,,,,,,3 Sima,,
94.01.03.2004,,,,,,4 Wami,,
94.01.04,,,,4Uwapa,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.01.04.2001,,,,,,1 Topo,,
94.01.04.2002,,,,,,2 Urumusu,,
94.01.04.2003,,,,,,3 Marga Jaya,,
94.01.04.2004,,,,,,4 Argo Mulyo,,
94.01.04.2005,,,,,,5 Topo Jaya,,
94.01.04.2006,,,,,,6 Gamei Jaya,,
94.01.05,,,,5Wanggar,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.01.05.2001,,,,,,1 Bumi Mulia,,
,,,,,,,,
