Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
19.03.40015,Pulau Batutambun,,"02°54'30.03"" S 107°05'17.17"" T",
19.03.40016,Pulau Batutanjung,,"03°00'31.22"" S 106°26'30.67"" T",
19.03.40017,Pulau Bayan,,"02°54'09.00"" S 106°46'08.00"" T",
19.03.40018,Pulau Besar,,"02°52'40.00"" S 106°08'31.99"" T",
19.03.40019,Pulau Bidadari,,"02°58'13.31"" S 106°41'51.96"" T",
19.03.40020,Pulau Burung,,"02°53'35.00"" S 106°44'01.00"" T",
19.03.40021,Pulau Celagen,,"02°52'23.00"" S 107°00'55.00"" T",
19.03.40022,Pulau Dapur,,"03°07'59.00"" S 106°30'56.00"" T",
19.03.40023,Pulau Dapur Kecil,,"03°07'49.00"" S 106°30'52.99"" T",
19.03.40024,Pulau Daun,,"02°54'09.00"" S 106°13'19.99"" T",
19.03.40025,Pulau Ibul,,"02°53'24.00"" S 106°46'07.00"" T",
19.03.40026,Pulau Karangabang,,"03°00'10.75"" S 106°26'10.69"" T",
19.03.40027,Pulau Karangbeling,,"03°00'28.86"" S 106°26'31.83"" T",
19.03.40028,Pulau Karangmalang,,"02°50'21.99"" S 107°06'06.00"" T",
19.03.40029,Pulau Karangnamak Jaoh,,"03°06'55.47"" S 106°30'43.22"" T",
19.03.40030,Pulau Karangnamak Pinggir,,"03°06'58.33"" S 106°30'53.74"" T",
19.03.40031,Pulau Karangrakit,,"03°00'09.36"" S 106°26'11.52"" T",
19.03.40032,Pulau Karangtembaga,,"02°41'29.06"" S 105°52'42.03"" T",
19.03.40033,Pulau Kelapan,,"02°50'58.99"" S 106°50'30.99"" T",
19.03.40034,Pulau Krasak Darat,,"03°05'00.68"" S 106°43'20.30"" T",
19.03.40035,Pulau Krasak Laut,,"03°05'06.18"" S 106°43'45.14"" T",
19.03.40036,Pulau Kuyung,,"03°02'19.23"" S 106°49'43.59"" T",
19.03.40037,Pulau Lepar,,"02°57'20.99"" S 106°48'37.00"" T",
19.03.40038,Pulau Lisum,,"03°05'27.76"" S 106°36'32.26"" T",
19.03.40039,Pulau Lutung,,"02°58'00.00"" S 106°42'15.99"" T",
19.03.40040,Pulau Malangbelayar,,"03°06'01.86"" S 106°39'19.71"" T",
19.03.40041,Pulau Mempunai,,"02°58'34.00"" S 106°21'10.00"" T",
19.03.40042,Pulau Mentangor,,"02°58'23.99"" S 106°41'46.00"" T",
19.03.40043,Pulau Muarabayan,,"02°54'28.87"" S 106°46'54.54"" T",
19.03.40044,Pulau Muaraduo,,"03°05'35.13"" S 106°36'38.94"" T",
19.03.40045,Pulau Panjang,,"02°57'42.99"" S 106°41'37.00"" T",
19.03.40046,Pulau Pemain,,"02°33'36.37"" S 105°52'26.72"" T",
19.03.40047,Pulau Pemulut,,"02°53'06.00"" S 106°42'47.99"" T",
19.03.40048,Pulau Pergam,,"03°02'44.68"" S 106°51'18.59"" T",
19.03.40049,Pulau Petianak,,"03°05'27.15"" S 106°36'40.95"" T",
19.03.40050,Pulau Pongok,,"02°51'51.99"" S 107°03'24.99"" T",
19.03.40051,Pulau Pongok Anak,,"02°51'10.00"" S 107°05'29.00"" T",
19.03.40052,Pulau Pongok Riseng,,"02°51'04.79"" S 107°05'30.93"" T",
19.03.40053,Pulau Rerek,,"02°53'33.00"" S 106°43'03.00"" T",
19.03.40054,Pulau Sangkar Ikan Kecil,,"03°05'23.54"" S 106°36'36.31"" T",
