NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,81.08.14,14 Wetar Barat,,,,,,5,,,Pemekaran Kec. Wetar Perda No. 7/2012
,81.08.15,15 Wetar Timur,,,,,,6,,,Pemekaran Kec. Wetar Perda No. 8/2012
,81.08.16,16 Kepulauan Roma,,,,,,3,,,"Pemekaran Kec. Pulau-pulau Terselatan No. 9/2012
Perbaikan nama kecamatan semula Kepulauan Romang menjadi
Kepulauan Roma sesuai Perda No. 6/2022."
,81.08.17,17 Kisar Utara,,,,,,3,,,Pemekaran Kec. Pulau-pulau Terselatan No. 10/2012
,81.09,9 KAB. BURU SELATAN,Namrole,,,6,0,81,3.679,77.287,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,81.09.01,1 Namrole,,,,,,17,,,Semula wil. Kab. Buru
,81.09.02,2 Waesama,,,,,,11,,,Semula wil. Kab. Buru
,81.09.03,3 Ambalau,,,,,,7,,,Semula wil. Kab. Buru
,81.09.04,4 Kepala Madan,,,,,,16,,,Semula wil. Kab. Buru
,81.09.05,5 Leksula,,,,,,19,,,Semula wil. Kab. Buru
,81.09.06,6 Fena Fafan,,,,,,11,,,Pemekaran Kec. Leksula Perda No. 2/2012
,81.71,10 KOTA AMBON,Ambon,,,5,20,30,237,352.490,"Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,81.71.01,1 Nusaniwe,,,,,8,5,,,
,81.71.02,2 Sirimau,,,,,10,4,,,
,81.71.03,3 Baguala,,,,,1,6,,,
,81.71.04,4 Teluk Ambon,,,,,1,7,,,Perda No. 2/2006
,81.71.05,5 Leitimur Selatan,,,,,,8,,,Perda No. 2/2006
,81.72,11 KOTA TUAL,Tual,,,5,3,27,234,89.460,"UU No. 31/2007.
Luas Wilayah Definitif, PAWAP & PGP, sesuai Surat Kapus PPBW
BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022"
,81.72.01,1 Pulau Dullah Utara,,,,,,8,,,Semula wil Kab. Maluku Tenggara
,81.72.02,2 Pulau Dullah Selatan,,,,,3,2,,,Semula wil Kab. Maluku Tenggara
,81.72.03,3 Tayando Tam,,,,,,5,,,Semula wil Kab. Maluku Tenggara
,81.72.04,4 Pulau-Pulau Kur,,,,,,5,,,Semula wil Kab. Maluku Tenggara
,81.72.05,5 Kur Selatan,,,,,,7,,,Pemekaran Kec. Pulau-pulau Kur Perda No. 26/2011
