K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Air Durian Jaya,,"Menjadi wil Kec Air Upas, Perda No. 12/2003"
,,,,,,Membuluh Baru,,"Menjadi wil Kec Air Upas, Perda No. 12/2003"
,,,,,,Sukaharja,,"Menjadi wil Kec. Singkup, Perda No. 13/2003"
,,,,,,Bukit Kelambing,,"Menjadi wil Kec. Singkup, Perda No. 13/2003"
,,,,,,Gahang,,"Menjadi wil Kec Air Upas, Perda No. 12/2003"
,,,,,,Muntai,,"Menjadi wil Kec. Singkup, Perda No. 13/2003"
61.04.02.2020,,,,,,6 Riam Batu Gading,,PMD
61.04.02.2021,,,,,,7 Batu Payung Dua,,PMD
61.04.02.2022,,,,,,8 Bantan Sari,,PMD
61.04.02.2023,,,,,,9 Pelanjau Jaya,,PMD
61.04.02.2024,,,,,,10 Rangkung,,PMD
61.04.03,,,,3Manis Mata,-,22,,
61.04.03.2001,,,,,,1 Manis Mata,,
61.04.03.2002,,,,,,2 Air Dekakah,,
61.04.03.2003,,,,,,3 Suka Ramai,,
61.04.03.2004,,,,,,4 Suak Burung,,
61.04.03.2005,,,,,,5 Silat,,
61.04.03.2006,,,,,,6 Terusan,,
61.04.03.2007,,,,,,7 Kemuning,,
61.04.03.2008,,,,,,8 Kelampai,,
61.04.03.2009,,,,,,9 Bukit Gajah,,
61.04.03.2010,,,,,,10 Lembah Mukti,,
61.04.03.2011,,,,,,11 Asam Besar,,
61.04.03.2012,,,,,,12 Batu Sedau,,PMD
61.04.03.2013,,,,,,13 Jambi,,PMD
61.04.03.2014,,,,,,14 Seguling,,PMD
61.04.03.2015,,,,,,15 Kalimantan,,"PMD, Perbaikan nama sesuai Srt Ditjen Pemdes No.145/1820/SET tgl
15 Nov 2018 hal penyampaian hasil validasi"
61.04.03.2016,,,,,,16 Pelempangan,,PMD
61.04.03.2017,,,,,,"17 Sengkuang
Merabong",,PMD
61.04.03.2018,,,,,,18 Pakit Selaba,,PMD
61.04.03.2019,,,,,,19 Sungai Buluh,,PMD
61.04.03.2020,,,,,,20 Ratu Elok,,"Perda No. 11/2009, PMD"
61.04.03.2021,,,,,,21 Mekar Jaya,,"Perda No. 11/2009, PMD"
61.04.03.2022,,,,,,22 Tribun Jaya,,"Pemekaran sebagian wil Desa Kelampai, Perda No. 18/2012"
61.04.04,,,,4Kendawangan,-,19,,
61.04.04.2001,,,,,,1 Kendawangan Kiri,,
61.04.04.2002,,,,,,2 Banjar Sari,,
61.04.04.2003,,,,,,"3 Kendawangan
Kanan",,
,,,,,,,,
