NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,35.06.02,2 Mojo,,,,,,20,,,
,35.06.03,3 Kras,,,,,,16,,,
,35.06.04,4 Ngadiluwih,,,,,,16,,,
,35.06.05,5 Kandat,,,,,,12,,,
,35.06.06,6 Wates,,,,,,18,,,
,35.06.07,7 Ngancar,,,,,,10,,,
,35.06.08,8 Puncu,,,,,,8,,,
,35.06.09,9 Plosoklaten,,,,,,15,,,
,35.06.10,10 Gurah,,,,,,21,,,
,35.06.11,11 Pagu,,,,,,13,,,
,35.06.12,12 Gampengrejo,,,,,,11,,,
,35.06.13,13 Grogol,,,,,,9,,,
,35.06.14,14 Papar,,,,,,17,,,
,35.06.15,15 Purwoasri,,,,,,23,,,
,35.06.16,16 Plemahan,,,,,,17,,,
,35.06.17,17 Pare,,,,,1,9,,,
,35.06.18,18 Kepung,,,,,,10,,,
,35.06.19,19 Kandangan,,,,,,12,,,
,35.06.20,20 Tarokan,,,,,,10,,,
,35.06.21,21 Kunjang,,,,,,12,,,
,35.06.22,22 Banyakan,,,,,,9,,,
,35.06.23,23 Ringinrejo,,,,,,11,,,
,35.06.24,24 Kayen Kidul,,,,,,12,,,Perda No. 19/2004
,35.06.25,25 Ngasem,,,,,,12,,,Perda No. 19/2004
,35.06.26,26 Badas,,,,,,8,,,Perda No. 19/2004
,35.07,7 KAB. MALANG,Kepanjen,,,33,12,378,3.473,2.653.085,"Pemindahan Ibukota PP No. 18/2008
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.07.01,1 Donomulyo,,,,,,10,,,
,35.07.02,2 Pagak,,,,,,8,,,
,35.07.03,3 Bantur,,,,,,10,,,
,35.07.04,4 Sumbermanjing Wetan,,,,,,15,,,
,35.07.05,5 Dampit,,,,,1,11,,,
,35.07.06,6 Ampelgading,,,,,,13,,,
,35.07.07,7 Poncokusumo,,,,,,17,,,
