NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,74.02.18,11 Uepai,,,,,1,17,,,
,74.02.19,12 Wonggeduku,,,,,1,15,,,
,74.02.20,13 Besulutu,,,,,1,15,,,
,74.02.21,14 Bondoala,,,,,1,8,,,
,74.02.23,15 Routa,,,,,1,6,,,Perda No. 6/2005
,74.02.24,16 Anggaberi,,,,,6,2,,,Perda No. 6/2005
,74.02.25,17 Meluhu,,,,,1,8,,,Perda No. 6/2005
,74.02.28,18 Amonggedo,,,,,1,14,,,Perda No. 6/2005
,74.02.31,19 Asinua,,,,,1,7,,,Perda No. 8/2007
,74.02.32,20 Konawe,,,,,4,8,,,Perda No. 8/2007
,74.02.33,21 Kapoiala,,,,,1,13,,,Perda No. 8/2007
,74.02.36,22 Lalonggasumeeto,,,,,1,11,,,Perda No. 6/2008
,74.02.37,23 Onembute,,,,,1,11,,,Perda No. 6/2008
,74.02.38,24 Padangguni,,,,,,11,,,"Pemekaran sebagian Kec. Abuki, Perda No. 2/2014"
,74.02.39,25 Morosi,,,,,,10,,,"Pemekaran sebagian Kec. Bondoala, Perda No. 2/2014"
,74.02.40,26 Anggalomoare,,,,,,10,,,"Pemekaran sebagian Kec. Sampara, Perda No. 2/2014"
,74.02.41,27 Wonggeduku Barat,,,,,,14,,,"Pemekaran sebagian Kec. Wonggeduku, Perda No. 2/2014"
,74.02.42,28 Tongauna Utara,,,,,,10,,,"Pemekaran sebagian wil. Kec. Tongauna sesuai Perda No. 32 Tahun
2015; dan
Surat Sekda Prov. Sultra No. 138/5633 tgl 11 Oktober 2022."
,74.03,3 KAB. MUNA,Raha,,,22,26,124,1.858,225.283,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,74.03.06,1 Napabalano,,,,,2,4,,,
,74.03.07,2 Maligano,,,,,,6,,,
,74.03.13,3 Wakorumba Selatan,,,,,1,4,,,
,74.03.14,4 Lasalepa,,,,,,7,,,
,74.03.15,5 Batalaiworu,,,,,2,2,,,"Perbaikan nama kec. semula Batalaiwaru menjadi Batalaiworu, sesuai:
Perda No. 27 Tahun 2002; dan
Surat Bup. Muna No. 138/906 tgl 25 April 2022."
,74.03.16,6 Katobu,,,,,8,,,,
,74.03.17,7 Duruka,,,,,2,5,,,
,74.03.18,8 Lohia,,,,,,9,,,
,74.03.19,9 Watopute,,,,,2,6,,,
,74.03.20,10 Kontunaga,,,,,,6,,,
,74.03.23,11 Kabangka,,,,,,9,,,
,74.03.24,12 Kabawo,,,,,1,10,,,
