K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
93,PAPUA SELATAN,,,,,,,
93.04,KAB. ASMAT,,,25,0,224,"25.015,306","Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
93.04.01,,,,1Agats,,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
93.04.01.2001,,,,,,1 Yomoth,,
93.04.01.2002,,,,,,2 Uwus,,
93.04.01.2003,,,,,,3 Asuwetsy,,
93.04.01.2004,,,,,,4 Bismam,,"Perbaikan nama desa/kampung semula Bisman menjadi Bismam,
sesuai:
Perda No.5/2012; dan
BA No.35/TopoII/IX/2022 Tanggal 9 September 2022."
93.04.01.2005,,,,,,5 Bis Agats,,
93.04.01.2006,,,,,,6 Per,,
93.04.01.2007,,,,,,7 Beriten,,"Perbaikan nama desa/kampung semula Briten menjadi Beriten, sesuai:
Perda No.5/2012; dan
BA No.35/TopoII/IX/2022 Tanggal 9 September 2022."
93.04.01.2008,,,,,,8 Mbait,,
93.04.01.2009,,,,,,9 Bou,,
93.04.01.2010,,,,,,10 Saw,,
93.04.01.2011,,,,,,11 Kaye,,
93.04.01.2012,,,,,,12 Suwru,,
93.04.02,,,,2Atsj,,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
93.04.02.2001,,,,,,1 Atsj,,"Perbaikan nama desa/kampung semula Atsy menjadi Atsj, sesuai:
Perda Kab. Asmat No. 4/2019; dan
BA No.35/TopoII/IX/2022 Tanggal 9 September 2022."
93.04.02.2002,,,,,,2 Sogoni,,"Perbaikan nama desa/kampung semula Sagoni menjadi Sogoni, sesuai:
Perda No.5/2012; dan
BA No.35/TopoII/IX/2022 Tanggal 9 September 2022."
93.04.02.2003,,,,,,3 Amanamkai,,
93.04.02.2004,,,,,,4 Ambisu,,
93.04.02.2005,,,,,,5 Bine,,
93.04.02.2006,,,,,,6 Bipim,,"Perbaikan nama desa/kampung semula Bipin menjadi Bipim, sesuai:
Perda No.5/2012; dan
BA No.35/TopoII/IX/2022 Tanggal 9 September 2022."
93.04.02.2007,,,,,,7 Yasiuw,,"Perbaikan nama desa/kampung semula Yaisiu menjadi Yasiuw,
sesuai:
Perda No.5/2012; dan
BA No.35/TopoII/IX/2022 Tanggal 9 September 2022."
,,,,,,,,
