K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11,ACEH,,,,,,,UU. No. 11 Tahun 2006
11.11,KAB. BIREUEN,,,17,0,609,"1.796,992","Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
11.11.01,,,,1Samalanga,-,46,,
11.11.01.2001,,,,,,1 Keude Aceh,,
11.11.01.2002,,,,,,2 Sangso,,
11.11.01.2003,,,,,,3 Pante Rheng,,
11.11.01.2004,,,,,,4 Meuliek,,
11.11.01.2005,,,,,,5 Namploh Baro,,
11.11.01.2006,,,,,,6 Namploh Manyang,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.11.01.2007,,,,,,"7 Namploh
Blanggarang",,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.01.2008,,,,,,8 Namploh Krueng,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.11.01.2009,,,,,,9 Namploh Papeun,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.11.01.2010,,,,,,10 Meunasah Lueng,,
11.11.01.2011,,,,,,11 Lhok Seumira,,
11.11.01.2012,,,,,,12 Ulee Jeumatan,,
11.11.01.2013,,,,,,13 Lancok,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.11.01.2014,,,,,,14 Paloh,,
11.11.01.2015,,,,,,15 Mesjid Baro,,
11.11.01.2016,,,,,,16 Batee Iliek,,
11.11.01.2017,,,,,,17 Pulo Baroh,,
11.11.01.2018,,,,,,18 Matang Wakeuh,,
11.11.01.2019,,,,,,19 Darussalam,,
11.11.01.2020,,,,,,20 Matang Jareung,,"Perbaikan nama desa semula Matang Jereung menjadi Matang
Jareung, sesuai:
Qanun No. 35 Tahun 2004; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.11.01.2021,,,,,,21 Matang,,
11.11.01.2022,,,,,,22 Cot Mane,,
11.11.01.2023,,,,,,23 Alue Barat,,
11.11.01.2024,,,,,,24 Cot Siren,,
11.11.01.2025,,,,,,25 Ulee Alue,,
,,,,,,,,
