K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
74.06.08.2005,,,,,,5 Toli-Toli,,Semula wil. Kec. Rumbia
74.06.08.2006,,,,,,6 Tajuncu,,Perda No. 2/2006
74.06.08.2007,,,,,,7 Mawar,,Perda No. 2/2006
74.06.08.2008,,,,,,8 Laloa,,Perda No. 2/2006
74.06.08.2009,,,,,,9 Batusampe Indah,,Perda No. 14/2007
74.06.08.2010,,,,,,10 Hambawa,,Perda No. 14/2007
74.06.08.2011,,,,,,11 Pu'u Waeya,,"Pemekaran sebagian wil Desa Liano, Perda No. 17/2012"
74.06.09,,,,9Rarowatu Utara,1,7,,
74.06.09.2001,,,,,,1 Wumbubangka,,Semula wil. Kec. Rarowatu
74.06.09.2002,,,,,,2 Hukaea,,Semula wil. Kec. Rarowatu
74.06.09.2003,,,,,,3 Lantowua,,Semula wil. Kec. Rarowatu
74.06.09.2004,,,,,,4 Tembe,,Perda No. 16/2007
74.06.09.2005,,,,,,5 Watu Mende,,Perda No. 16/2007
74.06.09.2006,,,,,,6 Marga Jaya,,Perda No. 16/2007
74.06.09.2007,,,,,,7 Tunas Baru,,Perda No. 3/2006
74.06.09.1008,,,,,1Aneka Marga,,,Menjadi Kel. Perda No. 20/2007
74.06.10,,,,10Poleang Utara,-,8,,
74.06.10.2001,,,,,,1 Tanpabulu,,Semula wil. Kec. Poleang Timur
74.06.10.2002,,,,,,2 Tanah Poleang,,Semula wil. Kec. Poleang Timur
74.06.10.2003,,,,,,3 Karya Baru,,Semula wil. Kec. Poleang Timur
74.06.10.2004,,,,,,4 Toburi,,Semula wil. Kec. Poleang Timur
74.06.10.2005,,,,,,5 Rompu Rompu,,Semula wil. Kec. Poleang Timur
74.06.10.2006,,,,,,6 Pusu Ea,,Perda No. 4/2006
74.06.10.2007,,,,,,7 Lawatu Ea,,Perda No. 4/2006
74.06.10.2008,,,,,,8 Wambarema,,Perda No. 19/2007
74.06.11,,,,11Poleang Selatan,-,5,,
74.06.11.2001,,,,,,1 Batu Putih,,Semula wil. Kec. Poleang Timur
74.06.11.2002,,,,,,2 Waemputang,,Semula wil. Kec. Poleang Timur
74.06.11.2003,,,,,,3 Kali Baru,,Perda No. 4/2006
74.06.11.2004,,,,,,4 Akacipong,,Perda No. 4/2006
74.06.11.2005,,,,,,5 La Ea,,Perda No. 4/2006
74.06.12,,,,12Poleang Tenggara,-,5,,
74.06.12.2001,,,,,,1 Larete,,"Semula wil. Kec. Poleang Timur, Perubahan nama Desa Marampuka,
Perda No. 18/2012"
74.06.12.2002,,,,,,2 Lemo,,"Semula wil. Kec. Poleang Timur, Perubahan nama Desa Larete, Perda
No. 18/2012"
74.06.12.2003,,,,,,3 Terapung,,Semula wil. Kec. Poleang Timur
74.06.12.2004,,,,,,4 Lamoare,,
74.06.12.2005,,,,,,5 Rambaha,,"Pemekaran sebagian wil Desa Larete, Perda No. 17/2012"
74.06.13,,,,13Kabaena Selatan,-,4,,
,,,,,,,,
